scenario,biome,loc,type,period,n,areaW_mean_abs_aqueous,areaW_mean_abs_bicarbonate,areaW_mean_abs_carbonate,areaW_mean_abs_dic,areaW_mean_abs_pCO2,areaW_mean_abs_pH,areaW_mean_abs_tos,sd_abs_aqueous,sd_abs_bicarbonate,sd_abs_carbonate,sd_abs_dic,sd_abs_pCO2,sd_abs_pH,sd_abs_tos,min_abs_aqueous,min_abs_bicarbonate,min_abs_carbonate,min_abs_dic,min_abs_pCO2,min_abs_pH,min_abs_tos,max_abs_aqueous,max_abs_bicarbonate,max_abs_carbonate,max_abs_dic,max_abs_pCO2,max_abs_pH,max_abs_tos,se_abs_aqueous,se_abs_bicarbonate,se_abs_carbonate,se_abs_dic,se_abs_pCO2,se_abs_pH,se_abs_tos,areaW_mean_delta_aqueous,areaW_mean_delta_bicarbonate,areaW_mean_delta_carbonate,areaW_mean_delta_dic,areaW_mean_delta_pCO2,areaW_mean_delta_pH,areaW_mean_delta_tos,sd_delta_aqueous,sd_delta_bicarbonate,sd_delta_carbonate,sd_delta_dic,sd_delta_pCO2,sd_delta_pH,sd_delta_tos,min_delta_aqueous,min_delta_bicarbonate,min_delta_carbonate,min_delta_dic,min_delta_pCO2,min_delta_pH,min_delta_tos,max_delta_aqueous,max_delta_bicarbonate,max_delta_carbonate,max_delta_dic,max_delta_pCO2,max_delta_pH,max_delta_tos,se_delta_aqueous,se_delta_bicarbonate,se_delta_carbonate,se_delta_dic,se_delta_pCO2,se_delta_pH,se_delta_tos,p_s
ssp245,SA_STPS,SA,STPS,1850s,93444,8.861183192,1736.038311,250.7280841,1995.627578,289.8922178,8.164793203,21.95588327,0.609625315,49.13178694,24.76975413,55.51068567,22.14362879,0.028004394,3.529085751,6.888744589,1447.112833,141.6298126,1684.333788,227.4492102,7.953410959,12.22504139,15.98993984,1898.727184,298.8968507,2101.056889,493.9913676,8.247959773,30.40845871,0.001994285,0.160726264,0.081030027,0.181593743,0.072439106,9.1611599322831e-05,0.011544802,-2.37760932,-82.51672431,30.89623993,-53.9980937,-84.75161221,0.089471966,-0.722721695,0.250072067,8.324865196,3.250316987,6.776784941,7.577805703,0.007038493,0.236674101,-3.642911824,-132.3659032,2.115743693,-109.8929823,-116.1944326,0.027827854,-1.659860611,-0.729371833,-13.43447186,41.78356841,-4.159494833,-37.14285461,0.114802666,0.178544998,0.000818068,0.027233377,0.010632858,0.022169096,0.024789499,2.30252284283319e-05,0.000774239,"Historical , 1850s"
ssp245,SA_STPS,SA,STPS,2090s,93444,17.1982153,1955.581564,172.168593,2144.948373,598.6222814,7.907040363,24.36396548,1.315998234,51.42333929,22.47107393,58.4913465,34.90864166,0.022412834,3.692640841,14.08411244,1705.09725,101.0554614,1886.149183,490.7936361,7.773647372,13.41989708,26.25231017,2089.599258,216.6485996,2253.415918,790.0230774,7.976969067,33.5291481,0.004305064,0.168222687,0.073510287,0.191344467,0.114197669,7.33197654833831e-05,0.012079845,5.959422786,137.0265293,-47.66325123,95.32270081,223.9784514,-0.168280875,1.685360512,0.657807753,14.47602109,4.220021076,12.46617584,12.15215642,0.009828318,0.452176084,3.466931773,64.88417943,-59.76073754,55.1456607,153.0411804,-0.197451512,-0.059556007,9.531520285,193.469308,-11.50902738,163.8170366,297.2439026,-0.090045605,2.995391846,0.002151906,0.047355835,0.013805079,0.040780969,0.039753708,3.21516659748196e-05,0.001479217,"SSP2-4.5 , 2090s"
ssp245,SO_SPSS,SO,SPSS,1850s,258720,15.91194157,1899.474975,124.8743671,2040.261284,285.4861315,8.155207104,3.426865076,1.544141178,51.48593964,15.30876477,55.81978175,10.56630437,0.021772345,2.610194428,8.708069286,1438.175957,68.76143737,1527.143478,189.4939768,8.084762669,-1.86689949,21.90634469,2078.232921,207.6192337,2202.315419,342.3754211,8.317465909,11.92153835,0.003035792,0.101221704,0.030097134,0.109742066,0.020773425,4.28045765401759e-05,0.00513166,-4.153492304,-51.52660848,19.71676302,-35.96333777,-82.71355632,0.096774633,-0.60104358,0.374924282,7.05099965,2.838093009,4.842191584,5.897390936,0.006338735,0.28554466,-5.633280576,-87.95724511,7.189050932,-64.62520924,-103.1030736,0.038525581,-2.68670845,-1.529991005,6.986707979,36.29122904,17.93660882,-27.82146606,0.128168837,1.543450475,0.000737104,0.013862313,0.00557971,0.009519781,0.01159431,1.24619962079492e-05,0.000561383,"Historical , 1850s"
ssp245,SO_SPSS,SO,SPSS,2090s,258720,30.24740527,2023.777723,76.54099594,2130.566124,585.1916313,7.878175538,5.522894616,2.796407394,56.33189768,10.35366596,60.09917807,18.05139486,0.02005151,2.862022066,17.07194644,1560.676177,40.12742658,1632.977237,378.4286662,7.803959656,-1.829793572,39.69817805,2160.566375,131.7207622,2260.767725,673.5505005,8.062278144,15.08512402,0.005497756,0.11074889,0.020355377,0.118155388,0.035489164,3.94214030060466e-05,0.005626755,10.1819714,72.77613926,-28.61660815,54.3415025,216.9919435,-0.180256933,1.49498596,1.170056589,11.53750521,3.576966086,8.485934838,8.588878026,0.005985325,0.624548455,4.831184826,29.71792845,-47.76462064,15.38308168,122.0522983,-0.237004042,-1.505569696,14.76930419,150.1972439,-14.39589217,122.4692017,262.1042267,-0.124256973,4.131462574,0.002300339,0.022682813,0.007032339,0.016683405,0.016885792,1.17671889033552e-05,0.001227866,"SSP2-4.5 , 2090s"
ssp245,SO_STSS,SO,STSS,1850s,190536,11.62916563,1811.096902,176.8296862,1999.555754,276.6804568,8.17494489,11.71176901,1.688597966,60.06877813,29.39399271,55.65856973,16.34241679,0.026189184,3.601247364,7.491727119,1350.538917,71.56128631,1482.541009,179.0688263,7.740637941,2.003576994,34.042702,2044.210569,271.5776298,2158.741343,856.6597485,8.323827171,24.56004143,0.003868457,0.137613258,0.067339527,0.127509787,0.037439303,5.99975394467466e-05,0.008250199,-3.088570228,-64.99610007,25.04384113,-43.04082917,-82.0580477,0.095093392,-0.763591073,0.53458109,9.892821034,4.672739552,5.915627408,6.899147483,0.006419846,0.387639097,-9.955513888,-135.7407287,-4.469836905,-129.9794256,-276.7708838,0.01653635,-5.422689438,-0.758927711,29.7929232,44.90307219,39.09672597,-39.21402842,0.186963787,1.885159492,0.001224687,0.022663743,0.010704911,0.013552278,0.015805452,1.47074065855681e-05,0.000888053,"Historical , 1850s"
ssp245,SO_STSS,SO,STSS,2090s,190536,22.54884508,1980.393454,113.2749588,2116.217258,580.1781513,7.899390769,14.16653033,3.033996982,58.20774704,20.75062743,61.00045658,27.9654799,0.025836813,3.756764952,15.06982065,1475.224777,53.29007902,1566.236893,383.671049,7.608827457,4.232729912,43.95595894,2104.858193,179.9571525,2250.013715,1216.911932,8.057546679,27.49120712,0.006950669,0.133349769,0.047538198,0.139747666,0.064066907,5.91902842152373e-05,0.008606479,7.831109217,104.3004514,-38.51088623,73.62067435,221.4396468,-0.180460729,1.691170254,1.081652694,20.6337478,7.212106719,14.56088429,13.27913008,0.008931281,0.634566232,3.913824574,-2.702428443,-65.4254553,-44.47201938,123.884432,-0.294629211,-0.785942078,18.09459507,242.8055267,-8.384440062,243.4832077,539.4897711,-0.089160643,6.58163166,0.002477989,0.047270435,0.016522419,0.03335794,0.030421534,2.04609244721081e-05,0.001453746,"SSP2-4.5 , 2090s"
ssp245,SP_STPS,SP,STPS,1850s,287412,9.179462824,1723.880831,237.820341,1970.880635,288.8112344,8.162259848,21.14290759,1.56403526,73.16227926,40.26430124,59.28553152,28.29328008,0.034341553,5.779163198,6.839335992,1496.444697,113.6075237,1747.017558,229.5872793,7.908568287,5.160167694,21.978985,1969.428377,302.1117155,2123.659364,565.2727246,8.24631424,30.271698,0.002917387,0.136469242,0.075104804,0.110585012,0.052775317,6.40571299655262e-05,0.010779845,-2.458871548,-76.26395441,30.20015621,-48.52266974,-84.64439963,0.091272872,-0.799183049,0.519103986,12.47124624,5.458156243,8.064043429,7.768433089,0.010461146,0.309409925,-6.77579685,-119.1249389,-4.850978358,-88.72659033,-188.4050775,0.01719183,-2.14368248,-0.082847571,-3.053799035,43.48928921,-7.933065992,-22.35396729,0.156803493,0.68167305,0.000968282,0.023262555,0.010181072,0.015041821,0.01449042,1.95131236486798e-05,0.000577141,"Historical , 1850s"
ssp245,SP_STPS,SP,STPS,2090s,287412,17.79380786,1924.599132,160.1190998,2102.512039,595.698852,7.901006411,23.60516973,2.975620501,65.44465497,31.67909033,62.17988547,34.31608632,0.023727116,5.931134281,13.85951891,1679.564447,74.69904497,1858.946935,502.779328,7.658004589,6.686775208,38.88539898,2089.93008,209.5936683,2221.646958,1079.313732,7.965923882,33.05797195,0.00555041,0.122073595,0.059090852,0.115983836,0.064009628,4.42580740857837e-05,0.011063316,6.155473487,124.4543461,-47.50108501,83.10873454,222.2432179,-0.169980565,1.663079091,1.146622157,22.69787456,8.188726277,17.52166727,14.68894247,0.013692637,0.602268355,3.015366108,33.04571395,-73.30606464,-14.32595739,139.4488208,-0.28043334,-0.443227768,17.42685609,185.6869664,-8.311419346,146.1369641,521.3303931,-0.084749336,3.973613739,0.002138789,0.042338234,0.015274391,0.03268308,0.027399213,2.5540808945122e-05,0.001123408,"SSP2-4.5 , 2090s"
ssp585,Atl_EQU,Atl,EQU,2090s,34896,24.92511961,2031.010201,145.9270093,2201.86233,1051.180772,7.699016524,32.45562584,1.038692643,75.62819035,12.7603091,85.36669673,40.81837971,0.014420104,1.90141147,14.94457675,1189.568967,62.13207348,1267.693607,547.8564728,7.654404068,25.67404556,27.53894534,2129.941392,167.2085784,2320.15167,1160.309385,7.857329321,36.28732681,0.005560313,0.404851623,0.068308283,0.45698364,0.2185083,7.71934682775379e-05,0.010178606,14.64990446,290.4031965,-91.9682584,213.0848425,658.1718285,-0.351469319,4.164246925,0.717562413,27.20489262,7.305047736,28.11788912,26.236552,0.010453228,0.878113101,9.472448087,13.28736879,-108.1915989,-67.19280739,358.6858727,-0.447769403,1.854536057,16.70526753,412.9468128,-68.25932203,358.7848228,739.4721271,-0.298890495,6.305072784,0.003841244,0.145632797,0.039105265,0.150520236,0.140449092,5.59580560503154e-05,0.004700701,"SSP5-8.5 , 2090s"
ssp585,IND_STPS,IND,STPS,2090s,180852,26.5970466,2003.80255,125.3297543,2155.729351,1034.134541,7.693969937,29.3821367,2.793292761,75.21231655,16.34032086,75.35206818,40.61945508,0.018732962,4.47930686,20.90580763,1547.458459,66.21864061,1659.858021,840.2552612,7.541011667,14.32040405,38.62799368,2188.802017,169.618834,2322.508022,1463.812939,7.761458874,36.27487564,0.006568327,0.176859058,0.038423677,0.177187679,0.095515188,4.40498862544324e-05,0.010532929,16.25971572,264.5170458,-100.1564416,180.6203199,666.9268981,-0.378916735,3.868551569,1.97635148,25.54607364,7.392907451,21.54082107,28.61483541,0.0183926,0.882130493,12.81154943,122.1112721,-123.0097657,30.33900115,539.233493,-0.497483667,0.339915276,27.20134743,369.8126442,-66.1337543,281.4660098,1085.129807,-0.328697443,6.462335587,0.004647319,0.060070674,0.017384156,0.050652466,0.067286757,4.32495366574352e-05,0.002074298,"SSP5-8.5 , 2090s"
ssp585,NA_SPSS,NA,SPSS,2090s,91020,44.40911829,2014.393511,56.11341817,2114.916048,1022.665557,7.652754762,10.95956097,5.642693271,145.5615278,12.0903007,151.5243568,63.38521913,0.044535053,4.453498371,25.84853901,531.5103063,1.360806996,594.843655,742.7171326,7.193705826,-1.330021739,70.71349005,2233.728377,142.4835349,2349.210621,1408.995908,7.783334208,32.37923431,0.018703291,0.482478749,0.040074553,0.502243163,0.210096869,0.000147616,0.014761581,28.47345954,126.1445783,-78.63523698,75.98280089,693.6436079,-0.453079755,3.490689768,4.648026299,54.82148132,23.93531472,54.32039406,56.41525318,0.040120137,3.219671758,14.01259589,-143.3302882,-158.38066,-121.4626018,497.5191895,-0.79032526,-5.287924528,46.66269039,333.6767083,-1.511756723,296.2595878,970.0722015,-0.329507494,15.39371395,0.015406364,0.181711474,0.079336078,0.180050568,0.186994196,0.000132982,0.010671935,"SSP5-8.5 , 2090s"
ssp585,NA_STPS,NA,STPS,2090s,90108,27.02531976,2134.644255,144.0719454,2305.74152,1054.997615,7.708633852,28.71587702,1.986913116,61.75590898,18.4905229,71.03314127,57.23226911,0.024402325,3.285718008,23.22097108,1895.212988,72.13343246,2050.101296,868.7854041,7.596909269,16.15113258,36.16739931,2246.931275,180.0546632,2420.214039,1314.083542,7.778890181,35.96979523,0.006619073,0.205729629,0.061598129,0.236635199,0.190659869,8.12923222803283e-05,0.010945828,16.41728554,320.55332,-99.95414115,237.0164643,677.0646277,-0.367086099,3.641982008,1.410441172,44.0902907,11.52172318,43.43830408,37.37986421,0.015559528,1.106727927,13.6494513,139.3915746,-131.2586037,74.19375091,544.8353088,-0.438712184,0.614042282,23.81480679,411.1008712,-72.03822863,338.6418612,845.9819421,-0.30530653,7.056249619,0.004698652,0.146879534,0.038382721,0.144707548,0.124524855,5.18340012468323e-05,0.003686882,"SSP5-8.5 , 2090s"
ssp585,NA_STSS,NA,STSS,2090s,37536,32.50016385,2090.544062,101.3493795,2224.393605,1042.836762,7.689102767,21.6049047,4.042492794,81.67251194,24.5272163,95.50010264,79.99472527,0.038174747,4.820820789,24.10924723,1837.085462,48.94842184,1933.819796,837.7453837,7.572210725,7.588991642,47.5695428,2236.06176,172.838952,2385.979133,1403.533276,7.792418591,35.13249969,0.02086533,0.421552741,0.126597248,0.492923863,0.412892844,0.000197039,0.024882671,20.36286362,237.774198,-97.81029981,160.3267618,688.6003439,-0.406280594,3.539900179,3.060854542,67.29500574,19.60205,64.25729134,63.75607744,0.030522834,2.030950511,14.12546761,48.35732982,-146.8840612,-7.06882524,487.0418355,-0.52583607,-0.76243782,31.51368487,384.7569086,-15.3575016,308.5314074,897.7761119,-0.309188493,13.82134438,0.015798603,0.347343231,0.101175998,0.331664065,0.329077049,0.000157544,0.010482753,"SSP5-8.5 , 2090s"
ssp585,NP_SPSS,NP,SPSS,2090s,90384,39.86595989,1979.205812,62.53698087,2081.608753,1018.313282,7.659546312,14.46650488,5.90467912,84.60789472,12.49570188,87.46486647,67.29883504,0.032601873,5.038004835,25.90370765,1351.385529,22.46109658,1427.490092,637.7754883,7.500135984,-0.692846477,62.25991542,2155.065343,118.170679,2257.00838,1283.935613,7.855047178,35.83805847,0.019640409,0.281426578,0.041563765,0.290929566,0.223852407,0.000108442,0.016757638,23.41456824,127.8898734,-61.73608452,89.56835711,663.7705235,-0.412035544,5.35477054,3.529981604,40.07292612,13.41027488,29.00106125,53.06489951,0.02519981,2.034245451,12.56014758,-122.6295283,-108.8154935,-163.7645738,366.5035889,-0.635021003,0.566876411,40.03467838,304.6054698,-26.36818035,260.3055537,940.9007222,-0.260662937,13.49416351,0.011741583,0.133292366,0.044605858,0.096464632,0.176506851,8.3820738661756e-05,0.006766399,"SSP5-8.5 , 2090s"
ssp585,NP_STPS,NP,STPS,2090s,210108,26.71797573,1964.255133,118.8447885,2109.817897,1045.049484,7.683475184,29.77983789,2.674157137,70.42227079,14.99636572,73.11876759,50.40825154,0.022956042,3.945212439,22.15831219,1623.556314,57.88666466,1741.548103,892.9872498,7.57981391,13.03094196,39.60902627,2136.807623,145.4808314,2275.585778,1293.256526,7.749541807,36.15467072,0.005833989,0.153634493,0.032716341,0.159517219,0.109971548,5.00813134928639e-05,0.008606946,16.1878537,234.754713,-100.2919586,150.6506081,669.5310688,-0.378805577,3.99359044,1.72917543,36.54186644,11.2056007,30.08068968,34.57715946,0.018302752,1.117979378,12.68434423,112.3125119,-124.5642631,35.38098569,569.9069478,-0.457080015,0.758102417,25.57994275,329.9048404,-58.72703238,263.9602877,844.9857062,-0.298495166,8.777324677,0.0037724,0.079720393,0.02444634,0.065624574,0.075434153,3.99296139404577e-05,0.002439004,"SSP5-8.5 , 2090s"
ssp585,NP_STSS,NP,STSS,2090s,40500,31.10096903,1987.844161,93.64243018,2112.58756,1031.267573,7.678749366,23.17367178,3.351512941,65.6954126,15.63475126,68.14814067,77.66984463,0.032296972,4.82060776,24.75675219,1733.013657,53.29567689,1854.082916,832.3212268,7.580216233,9.166062355,41.88755213,2136.572964,145.1951805,2272.122829,1278.847944,7.758249235,35.51592255,0.016653802,0.32644313,0.077689704,0.338630834,0.385944561,0.000160485,0.023953793,19.22684653,206.6328247,-90.31352975,135.5461415,681.6414709,-0.409577273,4.503692432,2.09827512,35.26320823,12.25426002,24.15307278,51.70905013,0.019413274,1.414193973,14.83709359,99.55036167,-115.0881188,64.11043123,552.4955363,-0.495521736,0.773851395,26.79170814,309.7234893,-55.69280774,232.0636945,848.995321,-0.322265244,9.11857605,0.010426413,0.17522429,0.060891908,0.120017584,0.256944336,9.6465331996784e-05,0.007027186,"SSP5-8.5 , 2090s"
ssp585,Pac_EQU_E,Pac,EQU,2090s,72168,25.62613308,1977.012181,128.970328,2131.608642,1049.4889,7.687920155,31.50594265,1.243112592,55.41353827,6.834098217,57.72549202,33.90520541,0.013121957,1.965319677,21.80738692,1693.354002,97.94856226,1824.285595,884.7314124,7.628654655,23.17602921,32.33025033,2105.727768,145.9171328,2245.968834,1202.507764,7.734517612,35.62773132,0.004627412,0.206273552,0.025439518,0.21487966,0.126210081,4.88456917284032e-05,0.007315784,14.20651418,210.2726937,-85.5452338,138.933974,628.9025822,-0.337012627,4.56838988,0.725099713,31.93177944,10.11268806,31.57930957,24.43965682,0.013407463,1.066450396,11.81403467,98.29966728,-116.5976271,0.573864797,494.8379456,-0.408479862,1.800973892,18.15731475,404.4970326,-46.15566112,362.4080273,726.9881755,-0.234909773,7.545448303,0.00269914,0.118864122,0.037643871,0.117552074,0.090975147,4.99084731262963e-05,0.003969797,"SSP5-8.5 , 2090s"
ssp585,Pac_EQU_W,Pac,EQU,2090s,52296,24.20601881,1916.209494,131.4669531,2071.882466,1034.670789,7.686736435,33.58833411,0.519467307,46.29149393,5.613166619,51.19179174,24.85528741,0.011423314,1.120538511,21.69090512,1720.336715,110.3797548,1854.018132,888.5145996,7.641069142,29.13844299,26.65725201,2031.256641,147.005375,2200.143452,1156.764237,7.716951656,36.15877533,0.002271559,0.202426311,0.024545603,0.223854637,0.10868874,4.99525749716978e-05,0.00489996,14.35181616,219.4173172,-110.0293458,123.7397875,642.875396,-0.359212824,3.534736484,0.633583299,40.73713652,11.36480747,44.49763458,19.61568227,0.015742259,0.839009978,11.53716945,58.92957287,-131.8288903,-40.10136254,505.8194865,-0.40724376,1.639680862,16.13346102,361.7956513,-67.44911054,283.0409175,740.0140521,-0.312207623,6.01197052,0.002770572,0.178137873,0.049696734,0.194582012,0.08577667,6.8838723472148e-05,0.003668875,"SSP5-8.5 , 2090s"
ssp585,SA_STPS,SA,STPS,2090s,93420,28.63099017,2099.255869,124.0136875,2251.900547,1041.87294,7.701382907,26.13161478,2.384520213,52.53606461,19.24504104,60.24563776,49.84574268,0.020979451,3.810264392,23.56250927,1867.344541,72.15638988,2017.163078,847.7456807,7.608815654,14.5412693,38.80218526,2205.861822,163.7400157,2359.556048,1213.517063,7.770234744,35.62543106,0.007801553,0.171884853,0.062964957,0.197108646,0.163082793,6.86395125869888e-05,0.012466231,17.39216113,280.7073533,-95.81589655,202.2836179,667.2291535,-0.373936749,3.453108014,1.794288817,26.90041382,8.108223994,22.75071799,32.79641376,0.020032421,0.784412238,11.75313234,148.6145401,-115.74843,111.5679965,503.1958813,-0.432641115,0.980821609,23.27477478,440.340859,-33.49284851,385.8306855,792.8137915,-0.235279083,6.543933868,0.005870464,0.08801142,0.026528079,0.074434654,0.107301656,6.55410659885989e-05,0.0025664,"SSP5-8.5 , 2090s"
ssp585,SO_SPSS,SO,SPSS,2090s,258552,50.24584439,2090.905035,50.09155137,2191.242431,1019.210199,7.656323698,6.876588891,4.705067632,59.89632766,7.165324402,62.43373632,32.98088603,0.022357023,2.951079161,30.35325835,1616.353457,26.35059171,1691.712149,709.6483053,7.586428595,-1.779762626,67.83605,2222.102217,83.47148092,2325.424099,1110.972002,7.818983332,17.33526802,0.009253199,0.117794834,0.014091652,0.122785017,0.064861706,4.39683349116455e-05,0.005803726,30.17864247,139.8941293,-55.05422224,115.0185496,650.9982886,-0.402088831,2.850350915,3.081871039,18.75892659,6.421489686,11.71520005,23.96092913,0.009465061,0.860334065,17.05831807,77.39757657,-94.67351273,68.64174825,434.2790888,-0.46924922,-0.941974491,43.13432241,231.9974297,-31.35161607,181.9437149,707.7113098,-0.332011108,6.389235497,0.006060947,0.036892156,0.012628793,0.023039644,0.04712265,1.86144184982424e-05,0.001691972,"SSP5-8.5 , 2090s"
ssp585,SO_STSS,SO,STSS,2090s,190188,37.53167699,2078.523853,77.16200848,2193.217539,1016.427163,7.681962144,15.84770531,4.913421602,60.04732461,15.19784755,63.85180699,40.93840508,0.026221313,3.958432389,25.30701948,1636.709935,41.53994312,1720.678912,668.9955465,7.49496487,5.745010853,62.35155712,2220.606706,129.7728485,2344.474647,1585.474967,7.842957513,30.18568802,0.01126659,0.137689907,0.034849017,0.146413673,0.093872712,6.01260781495561e-05,0.009076777,22.811403,202.4088246,-74.59962621,150.6206014,657.6483707,-0.397836459,3.374230464,3.004470939,36.18425502,12.85237164,23.68732,29.67632968,0.014266586,1.08764037,9.056870226,72.77409466,-117.957589,60.32553676,388.051476,-0.479148226,-0.109840393,39.63477729,480.9573688,-7.996783692,493.2069877,1030.048801,-0.144394636,13.17673588,0.006889321,0.082971335,0.029470786,0.054315574,0.068048512,3.27136119626728e-05,0.002493985,"SSP5-8.5 , 2090s"
ssp585,SP_STPS,SP,STPS,2090s,287268,29.75483657,2049.313885,112.4065781,2191.475299,1041.200211,7.690371495,25.37020337,4.971379541,62.74121161,23.99961522,64.14046325,46.45948333,0.02263774,6.006954131,23.06907012,1784.74875,48.53686707,1925.367513,900.8120081,7.540460567,7.333890438,50.42991658,2172.695393,147.3995803,2322.882734,1457.466157,7.752124882,35.17628098,0.009275414,0.117060204,0.044777584,0.119670875,0.086682365,4.22366484537003e-05,0.01120755,18.11530576,249.1267599,-95.19237772,172.049688,667.7325348,-0.380603606,3.431001748,3.198225419,42.08721099,15.89383997,30.75617915,35.91241169,0.024352196,1.09758126,10.81982496,103.3334154,-131.3428761,3.754640463,453.3888428,-0.485513268,0.454805374,32.46686692,361.9061109,-30.49051245,282.1328818,980.8785358,-0.227643127,7.214651108,0.005967129,0.078524743,0.029654132,0.057383728,0.067004033,4.54354159748694e-05,0.002047826,"SSP5-8.5 , 2090s"
ssp245,Atl_EQU,Atl,EQU,2000s,34920,10.27491972,1740.597991,237.9005326,1988.773444,393.0015717,8.050493038,28.29184445,0.525775463,63.56685906,15.24710672,74.43091306,20.19730356,0.01683506,1.621633633,5.472128667,1176.281598,152.4223736,1334.886414,189.1706001,7.997769181,23.35663986,12.42304303,1852.342886,268.1413883,2087.663481,457.378255,8.245770359,32.00724792,0.002813605,0.34016814,0.081592515,0.398305432,0.108082722,9.0090202337076e-05,0.00867792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Modern , 2000s"
ssp245,IND_STPS,IND,STPS,2000s,181044,10.33671825,1739.263463,225.4997485,1975.09993,367.2078232,8.072888523,25.51603351,0.921393248,64.64861921,21.79832551,61.56212997,22.46073294,0.026238539,4.306523082,7.445896705,1422.402418,136.5074401,1619.761073,280.8037582,8.004679298,11.46371174,14.7494985,1950.465811,282.2314579,2124.10624,436.6343347,8.155268002,31.65607834,0.002165474,0.151938273,0.051230791,0.144684354,0.052787593,6.16662560430542e-05,0.010121263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Modern , 2000s"
ssp245,NA_SPSS,NA,SPSS,2000s,91392,15.93079786,1887.892786,134.8347534,2038.658337,329.0598504,8.105830581,7.48825584,2.258438382,127.3137128,30.77147088,143.1540403,35.155445,0.053031323,4.744148968,7.322583519,501.4728565,3.000813605,529.0551913,150.8292366,7.569529867,-1.890077233,31.04284337,2056.073143,261.4493654,2189.281662,540.0298492,8.310225296,26.66526222,0.007470577,0.421134764,0.101787434,0.473532203,0.116288966,0.00017542,0.015692937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Modern , 2000s"
ssp245,NA_STPS,NA,STPS,2000s,90324,10.60588164,1814.031486,244.0969625,2068.73433,377.9320896,8.075726368,25.08227935,0.755200925,49.58532797,21.81837485,55.02332418,24.86771103,0.027048037,3.137676402,9.093853497,1588.568434,154.2082371,1809.058741,312.1115143,7.951606989,14.34134674,14.32408213,1945.95959,283.3150327,2168.955018,520.0106445,8.156152058,30.74539566,0.002512817,0.164987715,0.072597358,0.183081829,0.082743566,8.9998271236269e-05,0.010440146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Modern , 2000s"
ssp245,NA_STSS,NA,STSS,2000s,37596,12.13655809,1852.831186,199.1907967,2064.158541,354.2418913,8.095395127,18.0670998,1.524934791,61.13243682,33.28212846,69.46446608,27.69720045,0.03214994,4.233249873,9.440942056,1714.769316,94.59912996,1855.504749,287.3096842,7.938070774,4.544552803,18.81685904,1994.0303,274.264803,2175.794142,543.2741266,8.177550316,30.1651001,0.007864669,0.315283242,0.171648603,0.358254687,0.142845003,0.000165809,0.021832481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Modern , 2000s"
ssp245,NP_SPSS,NP,SPSS,2000s,90696,16.44726207,1851.224282,124.2956829,1991.967227,354.4891028,8.07165763,9.115903012,2.934055902,75.94798345,23.70483903,74.64160278,30.53392129,0.037422596,4.306054161,8.6048056,1406.718155,63.03082346,1523.70594,185.7912613,7.844348478,-1.678497076,31.30974387,2056.849622,222.3897753,2167.310667,576.5809021,8.277200762,27.77499008,0.009742588,0.252186701,0.078712362,0.247848839,0.101388457,0.000124262,0.014298333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Modern , 2000s"
ssp245,NP_STPS,NP,STPS,2000s,210300,10.52948618,1729.469865,219.1432224,1959.142574,375.510253,8.062288308,25.78792618,1.136196263,61.02502144,23.93360697,58.18989722,25.57217361,0.027841351,3.993327488,8.464028951,1445.510918,122.5999399,1631.827964,292.7350342,7.966009442,11.52690411,15.57934939,1902.646224,254.1787014,2079.997659,473.5171692,8.163694572,31.63325882,0.002477614,0.133072496,0.052190147,0.126890163,0.055763241,6.07114578925067e-05,0.008707937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Modern , 2000s"
