"","variable","biome","loc","type","seasonal_sd","seasonal_range","spatial_sd","spatial_range","total_area_km2","mean","areaW_mean","sd","min","max","se"
"126","co2","SP_STPS","SP","STPS",0.256303088407146,0.691761928517007,1.91232798668633,8.86099628607432,6426958594.87582,11.4602509808311,11.2990116573602,1.96539703129301,8.53278064727783,19.5093841552734,0.00257891478427616
"127","temperature","Atl_EQU","Atl","EQU",0.939254642379193,2.69110655582002,0.905286016608082,3.747882604599,902429024.900495,26.9356524583041,26.9363812023873,1.62416002075636,20.6728744506836,30.2969341278076,0.00604784924507642
"128","temperature","IND_STPS","IND","STPS",1.13131062916629,2.95741241592232,3.64816651337252,13.673059574763,4391096595.89564,25.1121570553386,25.3425288737514,3.93314410691174,11.8312702178955,31.1909942626953,0.00643000307204073
"129","temperature","NA_SPSS","NA","SPSS",2.47567290047724,6.87363651112509,3.40759109516039,14.2178904968003,1223017583.89067,7.38238068132146,8.11191424150254,4.26834092786306,-1.64945566654205,24.0067119598389,0.00937067727639925
"130","temperature","NA_STPS","NA","STPS",1.61950266398261,4.28562758934369,2.39352762819973,10.0478754361471,2132423651.36161,24.8269654745257,24.9546425992924,3.01695962460933,14.6324090957642,30.6130180358887,0.00698190730756805
"131","temperature","NA_STSS","NA","STSS",2.64022189600464,7.18845802201458,2.75946673004857,11.3038590113322,727595167.803797,18.425446814963,18.5912607608918,3.82787219549585,4.84675407409668,29.577033996582,0.0137803840010844
"132","temperature","NP_SPSS","NP","SPSS",3.3983250506462,9.11109618395112,2.76308571634962,10.9390125109426,1554693028.2979,8.15148052830897,8.3834598386856,4.42735242572029,-1.57983863353729,26.9532928466797,0.0101421077912258
"133","temperature","NP_STPS","NP","STPS",1.30974397976605,3.50928435854696,3.26835942131254,14.3904896974564,5013758235.04182,25.3158636646021,25.4771386866106,3.67285989463212,10.4555044174194,30.8301200866699,0.00561150857534077
"134","temperature","NP_STSS","NP","STSS",3.49403533138265,9.3757148161942,3.32792298606332,12.5475092172623,832994544.38415,18.6206618977104,18.7651496519297,4.83709672851818,6.12618923187256,30.4279613494873,0.0168836405793735
"135","temperature","Pac_EQU_E","Pac","EQU",0.623968427394472,1.69201355170643,1.49894032724295,7.1128891468048,1816743239.09272,26.3112402546659,26.3112994182133,1.97450763296385,17.5995750427246,30.6625804901123,0.00518388123976345
"136","temperature","Pac_EQU_W","Pac","EQU",0.173109687538386,0.572275215938944,0.253458819391827,1.03183677991231,1395370604.28529,29.2611701498727,29.2621147362076,0.56676325830779,26.3407039642334,31.0483112335205,0.00169474011391617
"137","temperature","SA_STPS","SA","STPS",1.66471187820071,4.48690600802111,2.90430073151041,11.3107947429021,2207132827.37751,22.6102492278684,22.7703333888273,3.40760977689932,12.9374580383301,29.4117546081543,0.00776464696093343
"138","temperature","SO_SPSS","SO","SPSS",0.979550542896099,2.59958195888124,2.37284060620793,9.95819055583949,3723278590.75838,3.40694269802584,3.56992152553064,2.61317278699777,-1.76413297653198,13.1271772384644,0.00362479468196313
"139","temperature","SO_STSS","SO","STSS",1.58219081936611,4.22920035951095,3.07771942788119,14.8740937312444,3571420169.33728,12.435860641095,12.6181946716867,3.53313587249277,3.23995041847229,24.7833442687988,0.00564280638379969
"140","temperature","SP_STPS","SP","STPS",1.50313492935413,3.95907310445681,5.49307604318854,21.9157873392105,6431304732.64443,21.4004050785171,21.9354620829709,5.75734847986727,5.39762449264526,30.6438941955566,0.00755222046808792
"141","dic_uncert","Atl_EQU","Atl","EQU",0.490182642869126,1.75019851989337,4.62737450466611,33.984098760287,900923427.328359,6.28992266618874,6.28771053394094,5.80584195834357,1.30995309352875,68.0165176391602,0.0216370954757945
"142","dic_uncert","IND_STPS","IND","STPS",0.252805960649538,0.843063202371356,2.89254218039425,39.9523420313994,4389596574.79992,4.55007059889042,4.59365260987107,3.46433507074752,1.06787180900574,82.397102355957,0.00566449067527101
"143","dic_uncert","NA_SPSS","NA","SPSS",0.272624534871592,1.05218893645671,87.5379518571298,650.254517148932,1203358189.28354,20.0329210112164,21.9596801128548,87.7575591207939,1.31453669071198,719.21484375,0.193956526942733
"144","dic_uncert","NA_STPS","NA","STPS",0.494706337610491,1.27779619145458,1.0265366672919,11.8291986167431,2132423651.36161,3.78694859275047,3.82393563262661,1.86621306203852,0.939428150653839,41.5368728637695,0.00431882697701429
"145","dic_uncert","NA_STSS","NA","STSS",0.370335946744016,1.05585145859819,1.00735157250227,10.2262186765671,724326005.550699,3.75939190634837,3.75874193998499,1.79333991752087,1.13018226623535,43.2524681091309,0.00647115802580733
"146","dic_uncert","NP_SPSS","NP","SPSS",2.39744683817546,7.17479985069864,6.13481089100412,70.6647124052048,1543172092.97829,10.9914978416885,10.6812121477751,8.80689764367384,1.80617141723633,128.713577270508,0.0202577891618422
"147","dic_uncert","NP_STPS","NP","STPS",0.150474220802176,0.560643264439855,1.34816046131435,10.5051942437887,5013758235.04182,3.83086868489142,3.82792287503978,1.81171440897219,0.831875205039978,33.4232063293457,0.0027679931262486
"148","dic_uncert","NP_STSS","NP","STSS",0.468799093496948,1.71839244527069,1.61764803740868,7.91268847783407,831740386.881791,4.74399720027774,4.69161609912187,2.52176093605024,0.953859031200409,26.1039123535156,0.00880851986367395
"149","dic_uncert","Pac_EQU_E","Pac","EQU",0.512959822320043,1.38883200498562,4.36621062690787,76.3953062256177,1816743239.09272,6.38232503042985,6.37993709613601,5.26225568405668,1.67600333690643,146.672668457031,0.0138155497927718
"150","dic_uncert","Pac_EQU_W","Pac","EQU",0.33548594620046,1.07891787540097,0.796161244311937,4.17001606126626,1393863611.44212,3.82849174336938,3.82838553418851,1.36983914483044,1.01508700847626,20.8227615356445,0.00409830342530847
"151","dic_uncert","SA_STPS","SA","STPS",0.2421585618391,0.931489960694373,1.55012256416786,26.2399073829253,2207132827.37751,4.20324415149842,4.20354067826774,2.15634988233482,1.2812694311142,58.4885292053223,0.00491350144435123
"152","dic_uncert","SO_SPSS","SO","SPSS",0.236910454488598,0.808487812413238,0.909787644524917,16.0971659700076,3720886911.45829,3.26926766040654,3.27625383147896,1.78871023588191,0.751138627529144,47.3893165588379,0.00248202266590629
"153","dic_uncert","SO_STSS","SO","STSS",0.311349180972737,0.912602052079404,3.01201130290249,80.081587305665,3562064668.94874,4.70244918437058,4.69408520705491,3.61574696895632,0.971051335334778,133.744705200195,0.00578182879323883
"154","dic_uncert","SP_STPS","SP","STPS",0.267411550009142,0.925630606019603,1.21807264643391,8.37455484271049,6426958594.87582,4.33452907372523,4.35208679526046,1.69592015221961,0.96321576833725,27.8606376647949,0.00222531808274569
"155","spco2_uncert","Atl_EQU","Atl","EQU",0.169323997958359,0.621441289429757,1.02621070914139,6.12533561786016,900923427.328359,5.66020819718639,5.6591671385616,1.92354473267687,1.32928442955017,29.1321773529053,0.00716862796671191
"156","spco2_uncert","IND_STPS","IND","STPS",0.326871073133996,0.927413384461689,0.714128872648082,6.03439218203227,4389596574.79992,4.73688082859301,4.75402670106835,1.56886038918974,0.608431160449982,20.4821929931641,0.0025652238781423
"157","spco2_uncert","NA_SPSS","NA","SPSS",0.94846048064638,2.48627671222035,2.18482093457006,18.0734376077851,1203358189.28354,6.51428696495407,6.3686405353194,3.33143217982021,0.654191970825195,112.562232971191,0.00736293285520612
"158","spco2_uncert","NA_STPS","NA","STPS",0.64907249847907,1.6059617925294,0.561719178991754,6.82010098546743,2132423651.36161,4.45420500089485,4.46784064998451,1.49977080484587,0.430110603570938,19.5063781738281,0.00347079909741467
"159","spco2_uncert","NA_STSS","NA","STSS",0.829151330567415,2.45570653963554,0.55797921517988,4.35989418129126,724326005.550699,4.11168444554399,4.1128086291058,1.55785099116944,0.616595447063446,16.6932735443115,0.00562141055693125
"160","spco2_uncert","NP_SPSS","NP","SPSS",0.697674013063953,2.23883292445007,2.42461410263906,16.1141265412172,1543172092.97829,7.37766182226415,7.21202831376409,3.89291770454242,1.20156288146973,520.439025878906,0.00895456144419607
"161","spco2_uncert","NP_STPS","NP","STPS",0.485319570090418,1.5288345189963,0.788483565516371,5.78512317240238,5013758235.04182,4.15546101900042,4.14386766762419,1.57827289862841,0.54156106710434,25.384334564209,0.0024113339901217
"162","spco2_uncert","NP_STSS","NP","STSS",1.30947191404707,3.47857093629834,0.826972407987381,4.28892233570417,831740386.881791,4.1877009450553,4.16952457635405,2.01799319575725,0.53822648525238,19.3480396270752,0.00704885736608635
"163","spco2_uncert","Pac_EQU_E","Pac","EQU",1.0010139403656,2.99702706721434,2.06805442794859,11.5698821256558,1816743239.09272,7.46917377952656,7.4677537755307,3.66265412411271,1.150918841362,34.0885772705078,0.00961594864702037
"164","spco2_uncert","Pac_EQU_W","Pac","EQU",0.138380101785291,0.450107886187901,1.06972407560665,7.50949581762155,1393863611.44212,4.03006154227771,4.03150205527136,1.77945793237876,0.651723563671112,17.9709033966064,0.00532380649726788
"165","spco2_uncert","SA_STPS","SA","STPS",0.387649133620397,1.18652028766592,0.940761119833822,5.99166061282158,2207132827.37751,5.27815755124249,5.31249996888573,1.81671648029448,0.933985710144043,31.0458717346191,0.00413960606441029
"166","spco2_uncert","SO_SPSS","SO","SPSS",0.392594576858348,1.48692139044211,1.13975353177428,7.80999335149924,3720886911.45829,3.26915932453309,3.21750760093811,1.70827554930125,0.313939213752747,21.2038955688477,0.00237041111965725
"167","spco2_uncert","SO_STSS","SO","STSS",0.418257131922164,0.997263042403953,1.23889866061677,20.7353932966789,3562064668.94874,4.3787682537109,4.3933794439215,1.78218290402758,0.660124361515045,39.7274322509766,0.00284983338651569
"168","spco2_uncert","SP_STPS","SP","STPS",0.561086365298808,1.54268109044966,1.36276203315783,10.0217596411705,6426958594.87582,5.08023774784223,5.10490994472296,2.07607088604335,0.352738082408905,30.049768447876,0.00272413655662244
