id,period,mean_delta,areaW_mean_delta,sd_delta,min_delta,max_delta,se_delta,n_delta,scenario,var,biome,loc,type,mean_abs,areaW_mean_abs,sd_abs,min_abs,max_abs,se_abs,n_abs
ssp245_dic_SO_SPSS,2090s,54.18088015,54.3415025,8.485934838,15.38308168,122.4692017,0.016683405,258720,ssp245,dic,SO_SPSS,SO,SPSS,2131.361209,2130.566124,60.09917807,1632.977237,2260.767725,0.118155388,258720
ssp245_dic_SO_STSS,1850s,-42.836676,-43.04082917,5.915627408,-129.9794256,39.09672597,0.013552278,190536,ssp245,dic,SO_STSS,SO,STSS,2000.281497,1999.555754,55.65856973,1482.541009,2158.741343,0.127509787,190536
ssp245_dic_SO_STSS,2090s,73.10237015,73.62067435,14.56088429,-44.47201938,243.4832077,0.03335794,190536,ssp245,dic,SO_STSS,SO,STSS,2116.220543,2116.217258,61.00045658,1566.236893,2250.013715,0.139747666,190536
ssp245_dic_SP_STPS,1850s,-48.46601884,-48.52266974,8.064043429,-88.72659033,-7.933065992,0.015041821,287412,ssp245,dic,SP_STPS,SP,STPS,1971.911915,1970.880635,59.28553152,1747.017558,2123.659364,0.110585012,287412
ssp245_dic_SP_STPS,2090s,82.64751244,83.10873454,17.52166727,-14.32595739,146.1369641,0.03268308,287412,ssp245,dic,SP_STPS,SP,STPS,2103.025446,2102.512039,62.17988547,1858.946935,2221.646958,0.115983836,287412
ssp245_pCO2_Atl_EQU,1850s,-82.00281278,-82.00098525,6.486421162,-118.29095,-29.16867584,0.034711072,34920,ssp245,pCO2,Atl_EQU,Atl,EQU,310.9918024,311.0005864,17.12069878,157.0866684,397.1027863,0.091618751,34920
ssp245_pCO2_Atl_EQU,2090s,228.8815901,228.887412,11.50194318,119.7565389,260.7687022,0.061550856,34920,ssp245,pCO2,Atl_EQU,Atl,EQU,621.8762053,621.8889836,29.90579379,311.3966843,711.3403931,0.160036195,34920
ssp245_pCO2_IND_STPS,1850s,-84.1945262,-84.09254957,5.479824763,-110.8798633,-50.84013926,0.012878776,181044,ssp245,pCO2,IND_STPS,IND,STPS,282.3490551,283.1152736,20.24289495,227.309849,340.7676717,0.047575192,181044
ssp245_pCO2_IND_STPS,2090s,223.3658067,223.2871834,11.73922339,167.4176788,454.6947011,0.02758972,181044,ssp245,pCO2,IND_STPS,IND,STPS,589.9093879,590.4950066,29.64260889,469.0577301,833.3778341,0.069666558,181044
ssp245_pCO2_NA_SPSS,1850s,-78.57835908,-79.18049811,11.1660303,-132.1263662,37.27887039,0.036935562,91392,ssp245,pCO2,NA_SPSS,NA,SPSS,244.484077,249.8793523,29.81200109,149.5220917,440.1396179,0.098613651,91392
ssp245_pCO2_NA_SPSS,2090s,242.4736219,242.1504366,27.83304502,139.6966446,390.6274045,0.09206756,91392,ssp245,pCO2,NA_SPSS,NA,SPSS,565.5360579,571.210287,39.81180788,381.4765381,823.7896688,0.13169152,91392
ssp245_pCO2_NA_STPS,1850s,-86.34970765,-86.40209826,7.316093956,-117.2456396,-59.53261108,0.024343201,90324,ssp245,pCO2,NA_STPS,NA,STPS,291.2865646,291.5299913,18.83121056,242.2034702,403.1638245,0.062658019,90324
ssp245_pCO2_NA_STPS,2090s,228.9056962,228.6905501,13.44645076,180.4119832,307.0345612,0.044741041,90324,ssp245,pCO2,NA_STPS,NA,STPS,606.5419685,606.6226396,34.99937892,518.0719238,817.9548682,0.116455165,90324
ssp245_pCO2_NA_STSS,1850s,-79.45529528,-79.45600923,9.747152912,-123.5507129,-45.98359375,0.050269777,37596,ssp245,pCO2,NA_STSS,NA,STSS,274.5670045,274.7858821,20.32604687,224.9613312,421.5273749,0.104829159,37596
ssp245_pCO2_NA_STSS,2090s,236.9187551,236.6202119,26.47756481,136.952829,339.307136,0.136554878,37596,ssp245,pCO2,NA_STSS,NA,STSS,590.9410549,590.8621032,45.54914643,479.0575887,865.2587195,0.234914283,37596
ssp245_pCO2_NP_SPSS,1850s,-83.62669114,-83.49666352,10.09112241,-137.3319122,25.55404765,0.033507761,90696,ssp245,pCO2,NP_SPSS,NP,SPSS,271.3881363,270.9924393,25.27332296,155.1605097,446.4808246,0.083920542,90696
ssp245_pCO2_NP_SPSS,2090s,221.0194766,221.3464074,20.90647148,85.7241923,441.4488281,0.06942033,90696,ssp245,pCO2,NP_SPSS,NP,SPSS,576.034304,575.8355102,43.57710466,373.4697632,827.1028796,0.144698592,90696
ssp245_pCO2_NP_STPS,1850s,-85.08484892,-84.91465916,6.845169659,-127.5382172,-58.7250824,0.014926727,210300,ssp245,pCO2,NP_STPS,NP,STPS,290.2725255,290.5955938,22.01632383,224.2856262,383.4745107,0.048009277,210300
ssp245_pCO2_NP_STPS,2090s,224.8431543,224.5195404,13.62697719,180.4972127,294.420343,0.029715284,210300,ssp245,pCO2,NP_STPS,NP,STPS,600.2005287,600.0297934,34.16594819,493.4917297,753.6091882,0.074503014,210300
ssp245_pCO2_NP_STSS,1850s,-83.24089009,-83.19838718,10.62304446,-129.7269,-49.62684682,0.052739474,40572,ssp245,pCO2,NP_STSS,NP,STSS,266.3394463,266.4231543,24.98651015,188.5823069,380.2126221,0.124048751,40572
ssp245_pCO2_NP_STSS,2090s,229.9317064,229.8846807,19.48985984,176.8065694,310.1853351,0.096759922,40572,ssp245,pCO2,NP_STSS,NP,STSS,579.5120428,579.5062222,49.58838311,438.116923,755.9424036,0.24618792,40572
ssp245_pCO2_Pac_EQU_E,1850s,-79.25935372,-79.2611165,5.632474125,-101.0831828,-4.309503174,0.020952614,72264,ssp245,pCO2,Pac_EQU_E,Pac,EQU,341.3030867,341.3285788,23.47883263,223.0468866,510.5443359,0.087340465,72264
ssp245_pCO2_Pac_EQU_E,2090s,221.5332128,221.5370289,13.52244059,162.913269,303.993104,0.050303023,72264,ssp245,pCO2,Pac_EQU_E,Pac,EQU,642.0956532,642.1267243,29.31631687,505.0023157,783.6330953,0.10905571,72264
ssp245_pCO2_Pac_EQU_W,1850s,-79.54496545,-79.54347531,5.378901542,-96.41078308,-56.95651855,0.023507712,52356,ssp245,pCO2,Pac_EQU_W,Pac,EQU,312.1466696,312.2316199,20.66382798,252.3387248,362.4651347,0.090308275,52356
ssp245_pCO2_Pac_EQU_W,2090s,212.4305257,212.4215383,13.22447451,168.6253428,250.5950012,0.057795656,52356,ssp245,pCO2,Pac_EQU_W,Pac,EQU,604.1221608,604.1966335,26.20648231,524.8177277,684.4126078,0.114531645,52356
ssp245_pCO2_SA_STPS,1850s,-84.77306497,-84.75161221,7.577805703,-116.1944326,-37.14285461,0.024789499,93444,ssp245,pCO2,SA_STPS,SA,STPS,289.267615,289.8922178,22.14362879,227.4492102,493.9913676,0.072439106,93444
ssp245_pCO2_SA_STPS,2090s,224.0639811,223.9784514,12.15215642,153.0411804,297.2439026,0.039753708,93444,ssp245,pCO2,SA_STPS,SA,STPS,598.1046611,598.6222814,34.90864166,490.7936361,790.0230774,0.114197669,93444
ssp245_pCO2_SO_SPSS,1850s,-82.44930424,-82.71355632,5.897390936,-103.1030736,-27.82146606,0.01159431,258720,ssp245,pCO2,SO_SPSS,SO,SPSS,285.1543419,285.4861315,10.56630437,189.4939768,342.3754211,0.020773425,258720
ssp245_pCO2_SO_SPSS,2090s,216.7344025,216.9919435,8.588878026,122.0522983,262.1042267,0.016885792,258720,ssp245,pCO2,SO_SPSS,SO,SPSS,584.3380486,585.1916313,18.05139486,378.4286662,673.5505005,0.035489164,258720
ssp245_pCO2_SO_STSS,1850s,-82.11168442,-82.0580477,6.899147483,-276.7708838,-39.21402842,0.015805452,190536,ssp245,pCO2,SO_STSS,SO,STSS,276.9655375,276.6804568,16.34241679,179.0688263,856.6597485,0.037439303,190536
ssp245_pCO2_SO_STSS,2090s,221.3091344,221.4396468,13.27913008,123.884432,539.4897711,0.030421534,190536,ssp245,pCO2,SO_STSS,SO,STSS,580.3863563,580.1781513,27.9654799,383.671049,1216.911932,0.064066907,190536
ssp245_pCO2_SP_STPS,1850s,-84.85787772,-84.64439963,7.768433089,-188.4050775,-22.35396729,0.01449042,287412,ssp245,pCO2,SP_STPS,SP,STPS,287.7859649,288.8112344,28.29328008,229.5872793,565.2727246,0.052775317,287412
ssp245_pCO2_SP_STPS,2090s,222.5712363,222.2432179,14.68894247,139.4488208,521.3303931,0.027399213,287412,ssp245,pCO2,SP_STPS,SP,STPS,595.2150789,595.698852,34.31608632,502.779328,1079.313732,0.064009628,287412
ssp245_pH_Atl_EQU,1850s,0.080374145,0.080371347,0.004810292,0.044231558,0.126667843,2.57415264451282e-05,34920,ssp245,pH,Atl_EQU,Atl,EQU,8.13087649,8.130864386,0.017826164,8.048802757,8.306321335,9.53939361962366e-05,34920
ssp245_pH_Atl_EQU,2090s,-0.161318271,-0.16132024,0.004657027,-0.210616016,-0.142263492,2.49213534510583e-05,34920,ssp245,pH,Atl_EQU,Atl,EQU,7.889184074,7.889172799,0.016185884,7.839756282,8.066930389,8.66162352724261e-05,34920
ssp245_pH_IND_STPS,1850s,0.090697069,0.090324269,0.007153134,0.061926428,0.113890902,1.68114166115125e-05,181044,ssp245,pH,IND_STPS,IND,STPS,8.164463374,8.163212792,0.030319,8.088466708,8.25491991,7.12562239921351e-05,181044
ssp245_pH_IND_STPS,2090s,-0.17146168,-0.171072972,0.00890293,-0.28194863,-0.138743181,2.09238168151705e-05,181044,ssp245,pH,IND_STPS,IND,STPS,7.902304625,7.901815552,0.021529813,7.756546704,7.968621159,5.05997295421883e-05,181044
ssp245_pH_NA_SPSS,1850s,0.103143024,0.101725428,0.014836986,-0.102255249,0.203700924,4.90785364086099e-05,91392,ssp245,pH,NA_SPSS,NA,SPSS,8.215716639,8.207556009,0.053454835,7.687929058,8.398099136,0.000176821,91392
ssp245_pH_NA_SPSS,2090s,-0.222369644,-0.219453977,0.030108033,-0.495242262,-0.133773883,9.95928804363971e-05,91392,ssp245,pH,NA_SPSS,NA,SPSS,7.890203971,7.886376604,0.043817547,7.419852543,8.054256344,0.000144942,91392
ssp245_pH_NA_STPS,1850s,0.088152785,0.088093957,0.004069556,0.061695385,0.105696526,1.35408337013513e-05,90324,ssp245,pH,NA_STPS,NA,STPS,8.16429666,8.163820325,0.026347,8.039988645,8.233355427,8.76656752644118e-05,90324
ssp245_pH_NA_STPS,2090s,-0.165903055,-0.165565795,0.008877964,-0.222754463,-0.133591652,2.95400882235008e-05,90324,ssp245,pH,NA_STPS,NA,STPS,7.91024082,7.910160573,0.024511918,7.780346203,7.979023886,8.15597161316432e-05,90324
ssp245_pH_NA_STSS,1850s,0.089318592,0.089158937,0.008059453,0.043545628,0.119719076,4.15656654990369e-05,37596,ssp245,pH,NA_STSS,NA,STSS,8.184677992,8.184554064,0.028347687,8.025264231,8.25761137,0.0001462,37596
ssp245_pH_NA_STSS,2090s,-0.190587516,-0.189892792,0.021416129,-0.28634936,-0.118036048,0.000110451,37596,ssp245,pH,NA_STSS,NA,STSS,7.904771884,7.905502335,0.033949673,7.760989046,7.995891937,0.000175091,37596
ssp245_pH_NP_SPSS,1850s,0.101366011,0.10118141,0.010828451,-0.027822145,0.15701863,3.59560748702395e-05,90696,ssp245,pH,NP_SPSS,NP,SPSS,8.172014435,8.172839041,0.037047088,7.942634745,8.353659401,0.000123016,90696
ssp245_pH_NP_SPSS,2090s,-0.186395289,-0.186645781,0.014582106,-0.365817738,-0.080059306,4.84201574905963e-05,90696,ssp245,pH,NP_SPSS,NP,SPSS,7.884253135,7.885011849,0.035607439,7.697871857,8.066881466,0.000118235,90696
ssp245_pH_NP_STPS,1850s,0.089732739,0.089434713,0.007048018,0.050673532,0.12450072,1.53690624201412e-05,210300,ssp245,pH,NP_STPS,NP,STPS,8.152288427,8.151723021,0.029842155,8.061423747,8.255675697,6.50744557610292e-05,210300
ssp245_pH_NP_STPS,2090s,-0.170388112,-0.170024217,0.009850482,-0.211013238,-0.130141942,2.14801760893067e-05,210300,ssp245,pH,NP_STPS,NP,STPS,7.892167575,7.892264091,0.024539852,7.787547143,7.975283813,5.3512138312165e-05,210300
ssp245_pH_NP_STSS,1850s,0.096893778,0.096757735,0.007829358,0.063930511,0.127139359,3.88698547207573e-05,40572,ssp245,pH,NP_STSS,NP,STSS,8.185184855,8.185099283,0.034554352,8.047195403,8.310190996,0.00017155,40572
ssp245_pH_NP_STSS,2090s,-0.187949136,-0.187811416,0.010085353,-0.228205283,-0.148028803,5.00700339818716e-05,40572,ssp245,pH,NP_STSS,NP,STSS,7.900341941,7.900530132,0.034201878,7.787699477,7.999779097,0.0001698,40572
ssp245_pH_Pac_EQU_E,1850s,0.073581702,0.073578494,0.006013077,0.010102081,0.097792969,2.23684432363229e-05,72264,ssp245,pH,Pac_EQU_E,Pac,EQU,8.098535969,8.098513759,0.020149359,7.962542009,8.200903378,7.49549355718487e-05,72264
ssp245_pH_Pac_EQU_E,2090s,-0.153361675,-0.153357212,0.008693081,-0.197239399,-0.110242939,3.2337968533793e-05,72264,ssp245,pH,Pac_EQU_E,Pac,EQU,7.871592592,7.871578053,0.01517943,7.777627516,7.93979105,5.64669683748347e-05,72264
ssp245_pH_Pac_EQU_W,1850s,0.079117855,0.079098741,0.005284942,0.061724186,0.095092964,2.30970754165821e-05,52356,ssp245,pH,Pac_EQU_W,Pac,EQU,8.125149746,8.125065616,0.02298293,8.071631368,8.195662785,0.000100444,52356
ssp245_pH_Pac_EQU_W,2090s,-0.157229452,-0.157203741,0.00890561,-0.185952473,-0.127071365,3.89206803078947e-05,52356,ssp245,pH,Pac_EQU_W,Pac,EQU,7.888802439,7.888763134,0.017142016,7.835887957,7.922680664,7.49167046986983e-05,52356
ssp245_pH_SA_STPS,1850s,0.089733482,0.089471966,0.007038493,0.027827854,0.114802666,2.30252284283319e-05,93444,ssp245,pH,SA_STPS,SA,STPS,8.165547511,8.164793203,0.028004394,7.953410959,8.247959773,9.1611599322831e-05,93444
ssp245_pH_SA_STPS,2090s,-0.168704641,-0.168280875,0.009828318,-0.197451512,-0.090045605,3.21516659748196e-05,93444,ssp245,pH,SA_STPS,SA,STPS,7.907109388,7.907040363,0.022412834,7.773647372,7.976969067,7.33197654833831e-05,93444
ssp245_pH_SO_SPSS,1850s,0.096666542,0.096774633,0.006338735,0.038525581,0.128168837,1.24619962079492e-05,258720,ssp245,pH,SO_SPSS,SO,SPSS,8.15544274,8.155207104,0.021772345,8.084762669,8.317465909,4.28045765401759e-05,258720
ssp245_pH_SO_SPSS,2090s,-0.180487469,-0.180256933,0.005985325,-0.237004042,-0.124256973,1.17671889033552e-05,258720,ssp245,pH,SO_SPSS,SO,SPSS,7.878288729,7.878175538,0.02005151,7.803959656,8.062278144,3.94214030060466e-05,258720
ssp245_pH_SO_STSS,1850s,0.095154994,0.095093392,0.006419846,0.01653635,0.186963787,1.47074065855681e-05,190536,ssp245,pH,SO_STSS,SO,STSS,8.174405594,8.17494489,0.026189184,7.740637941,8.323827171,5.99975394467466e-05,190536
ssp245_pH_SO_STSS,2090s,-0.180400851,-0.180460729,0.008931281,-0.294629211,-0.089160643,2.04609244721081e-05,190536,ssp245,pH,SO_STSS,SO,STSS,7.898849749,7.899390769,0.025836813,7.608827457,8.057546679,5.91902842152373e-05,190536
ssp245_pH_SP_STPS,1850s,0.091923289,0.091272872,0.010461146,0.01719183,0.156803493,1.95131236486798e-05,287412,ssp245,pH,SP_STPS,SP,STPS,8.163387779,8.162259848,0.034341553,7.908568287,8.24631424,6.40571299655262e-05,287412
ssp245_pH_SP_STPS,2090s,-0.170806338,-0.169980565,0.013692637,-0.28043334,-0.084749336,2.5540808945122e-05,287412,ssp245,pH,SP_STPS,SP,STPS,7.900658151,7.901006411,0.023727116,7.658004589,7.965923882,4.42580740857837e-05,287412
ssp245_tos_Atl_EQU,1850s,-0.791708612,-0.791778189,0.273766747,-1.869180679,0.241752625,0.00146502,34920,ssp245,tos,Atl_EQU,Atl,EQU,27.49981108,27.50006626,1.557965772,22.44361115,30.99497032,0.008337211,34920
ssp245_tos_Atl_EQU,2090s,2.136526476,2.13675156,0.494102418,0.450569153,3.345920563,0.002644112,34920,ssp245,tos,Atl_EQU,Atl,EQU,30.42804617,30.42859601,1.751600956,24.46729469,34.05412292,0.00937342,34920
ssp245_tos_IND_STPS,1850s,-0.801383153,-0.804652098,0.287273159,-1.882568359,0.492816925,0.000675154,181044,ssp245,tos,IND_STPS,IND,STPS,24.4661618,24.71138141,4.256525987,11.40495491,30.72564697,0.010003759,181044
ssp245_tos_IND_STPS,2090s,1.935416472,1.938766378,0.527851819,-0.760385513,3.397855759,0.001240566,181044,ssp245,tos,IND_STPS,IND,STPS,27.20296142,27.45479988,4.398168375,13.4548111,33.82546616,0.010336649,181044
ssp245_tos_NA_SPSS,1850s,-0.888214439,-0.85076587,0.672503775,-5.141312838,4.068329692,0.002224542,91392,ssp245,tos,NA_SPSS,NA,SPSS,5.777211705,6.637489969,4.809482321,-1.904719353,25.75309372,0.01590905,91392
ssp245_tos_NA_SPSS,2090s,1.442193853,1.257448388,2.838407497,-7.835574865,9.268355072,0.009389028,91392,ssp245,tos,NA_SPSS,NA,SPSS,8.107619997,8.745704227,4.311077007,-1.819954872,29.2197628,0.014260399,91392
ssp245_tos_NA_STPS,1850s,-0.763810132,-0.76550785,0.257887885,-1.600765228,0.466581345,0.000858083,90324,ssp245,tos,NA_STPS,NA,STPS,24.18503786,24.3167715,3.07189585,13.71548939,29.9774437,0.010221271,90324
ssp245_tos_NA_STPS,2090s,1.836254002,1.837299318,0.609903377,-0.737291336,3.697004318,0.002029362,90324,ssp245,tos,NA_STPS,NA,STPS,26.785102,26.91957866,3.191869895,15.08905983,33.23360062,0.010620467,90324
ssp245_tos_NA_STSS,1850s,-0.679994347,-0.678801925,0.408559751,-4.075092316,1.362586021,0.002107098,37596,ssp245,tos,NA_STSS,NA,STSS,17.20022688,17.38829788,4.157834304,4.064365387,28.92743874,0.021443534,37596
ssp245_tos_NA_STSS,2090s,1.339104014,1.35711874,1.548306092,-2.802309036,8.205732346,0.007985204,37596,ssp245,tos,NA_STSS,NA,STSS,19.21932524,19.42421854,4.55506824,5.967592716,32.54961777,0.02349222,37596
ssp245_tos_NP_SPSS,1850s,-0.489195845,-0.476113263,0.499336751,-3.247707367,2.440172195,0.001658057,90696,ssp245,tos,NP_SPSS,NP,SPSS,8.351033092,8.639789749,4.365524838,-1.725955606,27.76370239,0.014495807,90696
ssp245_tos_NP_SPSS,2090s,2.767828187,2.749870123,1.0582622,-0.364062786,6.928804398,0.003513979,90696,ssp245,tos,NP_SPSS,NP,SPSS,11.60805712,11.86577314,4.5288221,-1.053979158,32.27446747,0.015038039,90696
ssp245_tos_NP_STPS,1850s,-0.718363178,-0.727334743,0.330580736,-1.689863205,1.112910271,0.000720872,210300,ssp245,tos,NP_STPS,NP,STPS,24.88296321,25.06059144,3.838430799,11.43236065,30.85283279,0.008370166,210300
ssp245_tos_NP_STPS,2090s,1.96152302,1.952073728,0.516452816,0.219743729,4.252754211,0.001126188,210300,ssp245,tos,NP_STPS,NP,STPS,27.56284941,27.73999991,3.896283863,12.94202423,33.62505341,0.008496322,210300
ssp245_tos_NP_STSS,1850s,-0.449449673,-0.452943262,0.394183836,-1.856805801,2.031356335,0.001956976,40572,ssp245,tos,NP_STSS,NP,STSS,18.09984634,18.22562233,4.345199791,6.097132206,30.19620323,0.021572304,40572
ssp245_tos_NP_STSS,2090s,2.284180321,2.27855772,0.697421413,-0.739999771,4.614332199,0.003462439,40572,ssp245,tos,NP_STSS,NP,STSS,20.83347634,20.95712331,4.539380107,7.014646053,33.39865875,0.022536338,40572
ssp245_tos_Pac_EQU_E,1850s,-0.984738816,-0.984820209,0.292135049,-2.173032761,0.528181076,0.001086733,72264,ssp245,tos,Pac_EQU_E,Pac,EQU,25.9530141,25.95192092,1.859008417,19.7931385,29.71651649,0.006915449,72264
ssp245_tos_Pac_EQU_E,2090s,2.377744266,2.37805589,0.735230659,-0.355361938,4.52730751,0.002735033,72264,ssp245,tos,Pac_EQU_E,Pac,EQU,29.31549718,29.31479702,1.899159758,21.81868553,33.17481995,0.00706481,72264
ssp245_tos_Pac_EQU_W,1850s,-0.918122101,-0.918545907,0.291844852,-1.685283661,0.31671524,0.001275466,52356,ssp245,tos,Pac_EQU_W,Pac,EQU,29.13573695,29.13586473,0.846122799,25.24381638,30.8045311,0.003697857,52356
ssp245_tos_Pac_EQU_W,2090s,1.742225106,1.742665482,0.471449904,0.0944767,3.137807846,0.002060404,52356,ssp245,tos,Pac_EQU_W,Pac,EQU,31.79608416,31.79707612,0.906858586,28.15821457,33.58346558,0.003963294,52356
ssp245_tos_SA_STPS,1850s,-0.723122846,-0.722721695,0.236674101,-1.659860611,0.178544998,0.000774239,93444,ssp245,tos,SA_STPS,SA,STPS,21.78292809,21.95588327,3.529085751,12.22504139,30.40845871,0.011544802,93444
ssp245_tos_SA_STPS,2090s,1.679244565,1.685360512,0.452176084,-0.059556007,2.995391846,0.001479217,93444,ssp245,tos,SA_STPS,SA,STPS,24.1852955,24.36396548,3.692640841,13.41989708,33.5291481,0.012079845,93444
ssp245_tos_SO_SPSS,1850s,-0.594096797,-0.60104358,0.28554466,-2.68670845,1.543450475,0.000561383,258720,ssp245,tos,SO_SPSS,SO,SPSS,3.224691353,3.426865076,2.610194428,-1.86689949,11.92153835,0.00513166,258720
ssp245_tos_SO_SPSS,2090s,1.46679586,1.49498596,0.624548455,-1.505569696,4.131462574,0.001227866,258720,ssp245,tos,SO_SPSS,SO,SPSS,5.28558401,5.522894616,2.862022066,-1.829793572,15.08512402,0.005626755,258720
ssp245_tos_SO_STSS,1850s,-0.761848916,-0.763591073,0.387639097,-5.422689438,1.885159492,0.000888053,190536,ssp245,tos,SO_STSS,SO,STSS,11.52104473,11.71176901,3.601247364,2.003576994,24.56004143,0.008250199,190536
ssp245_tos_SO_STSS,2090s,1.685568807,1.691170254,0.634566232,-0.785942078,6.58163166,0.001453746,190536,ssp245,tos,SO_STSS,SO,STSS,13.96846245,14.16653033,3.756764952,4.232729912,27.49120712,0.008606479,190536
ssp245_tos_SP_STPS,1850s,-0.791999765,-0.799183049,0.309409925,-2.14368248,0.68167305,0.000577141,287412,ssp245,tos,SP_STPS,SP,STPS,20.61929492,21.14290759,5.779163198,5.160167694,30.271698,0.010779845,287412
ssp245_tos_SP_STPS,2090s,1.658788135,1.663079091,0.602268355,-0.443227768,3.973613739,0.001123408,287412,ssp245,tos,SP_STPS,SP,STPS,23.07008282,23.60516973,5.931134281,6.686775208,33.05797195,0.011063316,287412
ssp585_aqueous_Atl_EQU,2090s,14.65008552,14.64990446,0.717562413,9.472448087,16.70526753,0.003841244,34896,ssp585,aqueous,Atl_EQU,Atl,EQU,24.9251607,24.92511961,1.038692643,14.94457675,27.53894534,0.005560313,34896
ssp585_aqueous_IND_STPS,2090s,16.37237375,16.25971572,1.97635148,12.81154943,27.20134743,0.004647319,180852,ssp585,aqueous,IND_STPS,IND,STPS,26.75829594,26.5970466,2.793292761,20.90580763,38.62799368,0.006568327,180852
ssp585_aqueous_NA_SPSS,2090s,28.98653745,28.47345954,4.648026299,14.01259589,46.66269039,0.015406364,91020,ssp585,aqueous,NA_SPSS,NA,SPSS,45.0584468,44.40911829,5.642693271,25.84853901,70.71349005,0.018703291,91020
ssp585_aqueous_NA_STPS,2090s,16.47618664,16.41728554,1.410441172,13.6494513,23.81480679,0.004698652,90108,ssp585,aqueous,NA_STPS,NA,STPS,27.11177948,27.02531976,1.986913116,23.22097108,36.16739931,0.006619073,90108
ssp585_aqueous_NA_STSS,2090s,20.50686565,20.36286362,3.060854542,14.12546761,31.51368487,0.015798603,37536,ssp585,aqueous,NA_STSS,NA,STSS,32.70745297,32.50016385,4.042492794,24.10924723,47.5695428,0.02086533,37536
ssp585_aqueous_NP_SPSS,2090s,23.54830126,23.41456824,3.529981604,12.56014758,40.03467838,0.011741583,90384,ssp585,aqueous,NP_SPSS,NP,SPSS,40.17920052,39.86595989,5.90467912,25.90370765,62.25991542,0.019640409,90384
ssp585_aqueous_NP_STPS,2090s,16.27023857,16.1878537,1.72917543,12.68434423,25.57994275,0.0037724,210108,ssp585,aqueous,NP_STPS,NP,STPS,26.84919561,26.71797573,2.674157137,22.15831219,39.60902627,0.005833989,210108
ssp585_aqueous_NP_STSS,2090s,19.2876115,19.22684653,2.09827512,14.83709359,26.79170814,0.010426413,40500,ssp585,aqueous,NP_STSS,NP,STSS,31.20592558,31.10096903,3.351512941,24.75675219,41.88755213,0.016653802,40500
ssp585_aqueous_Pac_EQU_E,2090s,14.2066574,14.20651418,0.725099713,11.81403467,18.15731475,0.00269914,72168,ssp585,aqueous,Pac_EQU_E,Pac,EQU,25.62531905,25.62613308,1.243112592,21.80738692,32.33025033,0.004627412,72168
ssp585_aqueous_Pac_EQU_W,2090s,14.35368946,14.35181616,0.633583299,11.53716945,16.13346102,0.002770572,52296,ssp585,aqueous,Pac_EQU_W,Pac,EQU,24.20596824,24.20601881,0.519467307,21.69090512,26.65725201,0.002271559,52296
ssp585_aqueous_SA_STPS,2090s,17.48217901,17.39216113,1.794288817,11.75313234,23.27477478,0.005870464,93420,ssp585,aqueous,SA_STPS,SA,STPS,28.75564791,28.63099017,2.384520213,23.56250927,38.80218526,0.007801553,93420
ssp585_aqueous_SO_SPSS,2090s,30.43761733,30.17864247,3.081871039,17.05831807,43.13432241,0.006060947,258552,ssp585,aqueous,SO_SPSS,SO,SPSS,50.62436066,50.24584439,4.705067632,30.35325835,67.83605,0.009253199,258552
ssp585_aqueous_SO_STSS,2090s,22.95326356,22.811403,3.004470939,9.056870226,39.63477729,0.006889321,190188,ssp585,aqueous,SO_STSS,SO,STSS,37.77948164,37.53167699,4.913421602,25.30701948,62.35155712,0.01126659,190188
ssp585_aqueous_SP_STPS,2090s,18.40738602,18.11530576,3.198225419,10.81982496,32.46686692,0.005967129,287268,ssp585,aqueous,SP_STPS,SP,STPS,30.20930594,29.75483657,4.971379541,23.06907012,50.42991658,0.009275414,287268
ssp585_bicarbonate_Atl_EQU,2090s,290.4268842,290.4031965,27.20489262,13.28736879,412.9468128,0.145632797,34896,ssp585,bicarbonate,Atl_EQU,Atl,EQU,2031.047104,2031.010201,75.62819035,1189.568967,2129.941392,0.404851623,34896
ssp585_bicarbonate_IND_STPS,2090s,264.367443,264.5170458,25.54607364,122.1112721,369.8126442,0.060070674,180852,ssp585,bicarbonate,IND_STPS,IND,STPS,2006.673847,2003.80255,75.21231655,1547.458459,2188.802017,0.176859058,180852
ssp585_bicarbonate_NA_SPSS,2090s,128.4374391,126.1445783,54.82148132,-143.3302882,333.6767083,0.181711474,91020,ssp585,bicarbonate,NA_SPSS,NA,SPSS,2022.788126,2014.393511,145.5615278,531.5103063,2233.728377,0.482478749,91020
ssp585_bicarbonate_NA_STPS,2090s,319.7144429,320.55332,44.0902907,139.3915746,411.1008712,0.146879534,90108,ssp585,bicarbonate,NA_STPS,NA,STPS,2135.471242,2134.644255,61.75590898,1895.212988,2246.931275,0.205729629,90108
ssp585_bicarbonate_NA_STSS,2090s,234.5946138,237.774198,67.29500574,48.35732982,384.7569086,0.347343231,37536,ssp585,bicarbonate,NA_STSS,NA,STSS,2088.177567,2090.544062,81.67251194,1837.085462,2236.06176,0.421552741,37536
ssp585_bicarbonate_NP_SPSS,2090s,125.1350361,127.8898734,40.07292612,-122.6295283,304.6054698,0.133292366,90384,ssp585,bicarbonate,NP_SPSS,NP,SPSS,1978.400124,1979.205812,84.60789472,1351.385529,2155.065343,0.281426578,90384
ssp585_bicarbonate_NP_STPS,2090s,234.0115969,234.754713,36.54186644,112.3125119,329.9048404,0.079720393,210108,ssp585,bicarbonate,NP_STPS,NP,STPS,1965.794867,1964.255133,70.42227079,1623.556314,2136.807623,0.153634493,210108
