id,month,period,seas_mean_delta,seas_areaW_mean_delta,seas_sd_delta,seas_min_delta,seas_max_delta,seas_se_delta,n,scenario,var,biome,loc,type,seas_mean_abs,seas_areaW_mean_abs,seas_sd_abs,seas_min_abs,seas_max_abs,seas_se_abs
ssp245_carbonate_SO_STSS,4,2090s,-38.3674894,-38.6325118,7.175099958,-63.77369184,-11.87925203,0.056941651,15878,ssp245,carbonate,SO_STSS,SO,STSS,118.2561759,119.4347105,21.35417016,68.7881477,177.0093134,0.169466867
ssp245_carbonate_SO_STSS,5,2090s,-38.17620126,-38.43874652,6.907412633,-63.74782061,-15.21087795,0.054817282,15878,ssp245,carbonate,SO_STSS,SO,STSS,113.4381105,114.5576026,20.14713108,60.65180399,172.9994809,0.159887795
ssp245_carbonate_SO_STSS,6,2090s,-38.03920515,-38.2995459,6.763276252,-64.79311359,-13.07290133,0.053673415,15878,ssp245,carbonate,SO_STSS,SO,STSS,108.6961693,109.7162525,18.52113099,56.47373429,169.0826566,0.146983845
ssp245_carbonate_SO_STSS,7,2090s,-37.9375453,-38.1970948,6.652418228,-62.77680685,-9.261349646,0.052793645,15878,ssp245,carbonate,SO_STSS,SO,STSS,104.8957237,105.8163872,17.05711152,53.29007902,165.271432,0.135365375
ssp245_carbonate_SO_STSS,8,2090s,-37.65813954,-37.91173529,6.488268653,-63.57665669,-8.431288224,0.051490952,15878,ssp245,carbonate,SO_STSS,SO,STSS,102.6389654,103.492953,16.22260065,53.83175089,162.320738,0.12874269
ssp245_carbonate_SO_STSS,9,2090s,-37.60653018,-37.86220929,6.582870023,-63.19930029,-9.086480974,0.05224171,15878,ssp245,carbonate,SO_STSS,SO,STSS,102.3557637,103.1891486,16.260139,62.40136133,162.6983425,0.129040594
ssp245_carbonate_SP_STPS,1,1850s,29.98238504,30.05071068,5.655457264,-2.938872244,41.37221024,0.036543143,23951,ssp245,carbonate,SP_STPS,SP,STPS,237.5968569,240.7317892,38.44350501,130.7554646,301.0404742,0.248405468
ssp245_carbonate_SP_STPS,10,1850s,30.13561124,30.23302958,5.548420448,-4.850978358,41.99372491,0.035851517,23951,ssp245,carbonate,SP_STPS,SP,STPS,229.0631157,232.5022139,41.46636846,118.9067614,298.5638929,0.267937917
ssp245_carbonate_SP_STPS,11,1850s,30.43889469,30.51341375,5.67617696,-3.590508047,43.48928921,0.036677025,23951,ssp245,carbonate,SP_STPS,SP,STPS,231.6096256,234.9425408,40.60569366,125.8818127,299.2723149,0.262376605
ssp245_carbonate_SP_STPS,12,1850s,30.53840884,30.6094678,5.7711852,-3.224981077,42.31022236,0.037290928,23951,ssp245,carbonate,SP_STPS,SP,STPS,234.6967901,237.9204484,39.49793639,128.7081756,300.2178492,0.255218752
ssp245_carbonate_SP_STPS,2,1850s,29.94209735,30.01655819,5.598958645,-1.076314826,41.55412389,0.036178073,23951,ssp245,carbonate,SP_STPS,SP,STPS,239.7357933,242.8502309,37.96275761,131.9665628,301.5357125,0.245299084
ssp245_carbonate_SP_STPS,3,1850s,29.98730984,30.06458172,5.474309803,0.751519589,41.67681891,0.035372646,23951,ssp245,carbonate,SP_STPS,SP,STPS,240.6986073,243.8604082,38.15675317,132.3347924,301.9848718,0.2465526
ssp245_carbonate_SP_STPS,4,1850s,30.05497431,30.13612239,5.419691317,0.751379042,41.48875484,0.035019725,23951,ssp245,carbonate,SP_STPS,SP,STPS,240.0550499,243.3177247,38.85695373,131.4534591,302.1117155,0.251076996
ssp245_carbonate_SP_STPS,5,1850s,30.13167524,30.21592775,5.30338415,-0.066419275,41.28051471,0.034268197,23951,ssp245,carbonate,SP_STPS,SP,STPS,237.8681396,241.2530295,39.71472635,130.0789612,301.5060505,0.256619556
ssp245_carbonate_SP_STPS,6,1850s,30.13846841,30.23248016,5.192991259,-0.783711358,41.32311141,0.033554886,23951,ssp245,carbonate,SP_STPS,SP,STPS,234.6754097,238.1603832,40.48086758,128.722932,299.9135625,0.261570032
ssp245_carbonate_SP_STPS,7,1850s,30.05792269,30.16455481,5.186847104,-1.022248071,42.24460938,0.033515185,23951,ssp245,carbonate,SP_STPS,SP,STPS,231.2357418,234.774671,41.13028231,125.8006996,298.2294566,0.265766272
ssp245_carbonate_SP_STPS,8,1850s,29.96749657,30.08392992,5.217184869,-2.863422954,41.14846782,0.033711215,23951,ssp245,carbonate,SP_STPS,SP,STPS,228.6376153,232.192908,41.66049415,115.8772945,297.5494794,0.269192274
ssp245_carbonate_SP_STPS,9,1850s,29.96074234,30.08109783,5.376820025,-4.796419386,42.40080262,0.034742709,23951,ssp245,carbonate,SP_STPS,SP,STPS,227.8114739,231.3377447,41.8740591,113.6075237,297.5853519,0.27057224
ssp245_carbonate_SP_STPS,1,2090s,-47.30559997,-47.70246806,8.423053494,-66.51983794,-15.70495506,0.054426165,23951,ssp245,carbonate,SP_STPS,SP,STPS,160.3088719,162.9786104,29.58899366,80.75525028,207.9762466,0.191191407
ssp245_carbonate_SP_STPS,10,2090s,-47.27738523,-47.69265878,8.336165656,-70.34672253,-16.20329934,0.053864733,23951,ssp245,carbonate,SP_STPS,SP,STPS,151.6501192,154.5765255,32.55119876,75.13000113,206.18338,0.210331908
ssp245_carbonate_SP_STPS,11,2090s,-47.34745757,-47.75606445,8.443599448,-73.30606464,-16.75161871,0.054558924,23951,ssp245,carbonate,SP_STPS,SP,STPS,153.8232734,156.6730626,31.75853735,76.42650376,206.7933871,0.205210069
ssp245_carbonate_SP_STPS,12,2090s,-47.18160466,-47.58571696,8.39963021,-67.45021863,-14.57322573,0.054274814,23951,ssp245,carbonate,SP_STPS,SP,STPS,156.9767766,159.7252636,30.57878926,78.79604809,207.2433286,0.197587042
ssp245_carbonate_SP_STPS,2,2090s,-46.99539198,-47.39555157,8.306959713,-65.71334558,-13.49791811,0.053676017,23951,ssp245,carbonate,SP_STPS,SP,STPS,162.7983039,165.4381211,29.18113374,82.37684095,208.6497855,0.188555991
ssp245_carbonate_SP_STPS,3,2090s,-46.91141367,-47.31524761,8.236712956,-65.94096067,-10.61183988,0.053222112,23951,ssp245,carbonate,SP_STPS,SP,STPS,163.7998838,166.4805788,29.52043518,82.62521779,209.3037816,0.190748412
ssp245_carbonate_SP_STPS,4,2090s,-46.93122913,-47.33767995,8.130307143,-65.86912882,-8.311419346,0.052534563,23951,ssp245,carbonate,SP_STPS,SP,STPS,163.0688465,165.8439224,30.37276328,81.3311982,209.5936683,0.196255791
ssp245_carbonate_SP_STPS,5,2090s,-47.00515406,-47.42138246,7.982212063,-65.93472054,-8.961822532,0.051577636,23951,ssp245,carbonate,SP_STPS,SP,STPS,160.7313103,163.6157193,31.34688923,79.83752753,209.5138121,0.202550176
ssp245_carbonate_SP_STPS,6,2090s,-47.0213444,-47.44575003,7.887381338,-65.37819425,-8.713420493,0.050964881,23951,ssp245,carbonate,SP_STPS,SP,STPS,157.5155969,160.482153,32.14821082,78.41272672,208.7725761,0.207727972
ssp245_carbonate_SP_STPS,7,2090s,-46.98882096,-47.41375823,7.894260507,-65.03872905,-10.9287911,0.051009331,23951,ssp245,carbonate,SP_STPS,SP,STPS,154.1889982,157.1963579,32.69816114,76.94667457,207.4900748,0.211281516
ssp245_carbonate_SP_STPS,8,2090s,-47.0095323,-47.43391105,7.987022017,-64.7948682,-12.6910445,0.051608716,23951,ssp245,carbonate,SP_STPS,SP,STPS,151.6605865,154.675067,33.02917873,74.69904497,206.6350302,0.21342041
ssp245_carbonate_SP_STPS,9,2090s,-47.09095724,-47.51283095,8.195473478,-65.04600185,-14.7646422,0.05295564,23951,ssp245,carbonate,SP_STPS,SP,STPS,150.7597743,153.7438159,32.98100618,75.12232973,206.1144306,0.21310914
ssp245_dic_Atl_EQU,1,1850s,-47.83881855,-47.82511407,15.30139835,-81.33274856,22.55441566,0.283651201,2910,ssp245,dic,Atl_EQU,Atl,EQU,1939.184643,1939.14674,71.23166179,1562.298507,2041.386053,1.32046405
ssp245_dic_Atl_EQU,10,1850s,-51.86191458,-51.85604034,14.68721908,-98.06810645,66.79274532,0.272265792,2910,ssp245,dic,Atl_EQU,Atl,EQU,1941.744068,1941.755887,75.88410358,1337.386146,2043.208962,1.406709154
ssp245_dic_Atl_EQU,11,1850s,-52.28151889,-52.27744199,14.21923931,-93.86648175,61.16698351,0.26359057,2910,ssp245,dic,Atl_EQU,Atl,EQU,1937.855308,1937.844396,82.43445328,1387.741846,2039.956521,1.528136917
ssp245_dic_Atl_EQU,12,1850s,-50.86813752,-50.85943473,15.54855223,-84.38539454,64.98064228,0.288232841,2910,ssp245,dic,Atl_EQU,Atl,EQU,1936.311095,1936.277869,79.56530457,1436.878466,2040.240484,1.474949785
ssp245_dic_Atl_EQU,2,1850s,-47.0331493,-47.01683338,14.23970184,-80.05411836,19.03269981,0.263969896,2910,ssp245,dic,Atl_EQU,Atl,EQU,1942.3692,1942.330482,66.30071034,1582.750526,2043.369119,1.229056044
ssp245_dic_Atl_EQU,3,1850s,-47.84749974,-47.83391067,13.56214466,-82.42004751,22.3834189,0.251409612,2910,ssp245,dic,Atl_EQU,Atl,EQU,1941.065784,1941.020578,64.6358042,1640.548209,2043.31838,1.19819268
ssp245_dic_Atl_EQU,4,1850s,-49.59050961,-49.58210783,12.07815823,-100.8615662,17.48847558,0.223900065,2910,ssp245,dic,Atl_EQU,Atl,EQU,1940.126558,1940.084199,61.68479862,1691.517781,2041.115762,1.14348812
ssp245_dic_Atl_EQU,5,1850s,-49.93285129,-49.92753415,13.696483,-140.2228424,17.46713972,0.253899923,2910,ssp245,dic,Atl_EQU,Atl,EQU,1937.182595,1937.154889,63.4628118,1608.415572,2052.135827,1.176448216
ssp245_dic_Atl_EQU,6,1850s,-49.61165355,-49.60443146,16.65298034,-194.3865797,20.50708209,0.308706287,2910,ssp245,dic,Atl_EQU,Atl,EQU,1933.518712,1933.522257,69.94298989,1538.671976,2041.574967,1.296575165
ssp245_dic_Atl_EQU,7,1850s,-48.47950427,-48.46593183,16.00533211,-140.5924667,32.1031503,0.296700444,2910,ssp245,dic,Atl_EQU,Atl,EQU,1935.361017,1935.394822,70.71273713,1653.962845,2041.74585,1.310844432
ssp245_dic_Atl_EQU,8,1850s,-49.40253571,-49.38968036,14.83631446,-113.4116573,64.81754882,0.275029662,2910,ssp245,dic,Atl_EQU,Atl,EQU,1941.567897,1941.601739,68.16340852,1583.745472,2060.149657,1.263585998
ssp245_dic_Atl_EQU,9,1850s,-50.57283245,-50.56521009,15.26749697,-98.3897303,84.82965122,0.283022751,2910,ssp245,dic,Atl_EQU,Atl,EQU,1943.920726,1943.943796,70.48147077,1406.361445,2052.838409,1.306557309
ssp245_dic_Atl_EQU,1,2090s,99.5813523,99.57044283,14.0844141,17.94841713,159.4578159,0.261091234,2910,ssp245,dic,Atl_EQU,Atl,EQU,2086.604814,2086.542297,85.62762518,1633.140868,2171.072232,1.58733066
ssp245_dic_Atl_EQU,10,2090s,98.73695843,98.72881754,15.21659164,-46.4295388,142.8962607,0.282079088,2910,ssp245,dic,Atl_EQU,Atl,EQU,2092.342941,2092.340745,84.88097676,1302.650205,2171.859001,1.57348959
ssp245_dic_Atl_EQU,11,2090s,98.54962009,98.53538565,16.79540951,-34.21173666,157.1905202,0.311346582,2910,ssp245,dic,Atl_EQU,Atl,EQU,2088.686447,2088.657224,94.10791881,1318.758922,2172.210539,1.74453495
ssp245_dic_Atl_EQU,12,2090s,98.89623768,98.88336823,14.91563624,3.4397489,159.9762348,0.276500098,2910,ssp245,dic,Atl_EQU,Atl,EQU,2086.07547,2086.020672,93.9958802,1494.600509,2168.104546,1.742458023
ssp245_dic_Atl_EQU,2,2090s,99.66823728,99.6592075,11.94053053,40.54160434,146.950894,0.221348778,2910,ssp245,dic,Atl_EQU,Atl,EQU,2089.070586,2089.006523,77.67794954,1723.712582,2174.889507,1.439962753
ssp245_dic_Atl_EQU,3,2090s,101.6602254,101.6512401,12.97812274,33.02390207,152.9698587,0.240583247,2910,ssp245,dic,Atl_EQU,Atl,EQU,2090.573509,2090.505729,72.02693548,1756.789107,2176.366217,1.335206515
ssp245_dic_Atl_EQU,4,2090s,101.0821166,101.0743434,12.25368788,25.8480069,146.9613789,0.227153964,2910,ssp245,dic,Atl_EQU,Atl,EQU,2090.799184,2090.74065,68.60366948,1789.571753,2181.688133,1.271747379
ssp245_dic_Atl_EQU,5,2090s,100.252994,100.2508261,12.68227609,28.33466726,171.0430187,0.235098961,2910,ssp245,dic,Atl_EQU,Atl,EQU,2087.36844,2087.33325,69.15126142,1742.688339,2185.511881,1.28189842
ssp245_dic_Atl_EQU,6,2090s,98.32281297,98.32100834,13.9236382,20.49797289,195.052463,0.258110835,2910,ssp245,dic,Atl_EQU,Atl,EQU,2081.453178,2081.447697,71.73272251,1758.267164,2186.024491,1.329752513
ssp245_dic_Atl_EQU,7,2090s,99.05677638,99.05315548,14.59862571,22.51521427,169.2079117,0.270623483,2910,ssp245,dic,Atl_EQU,Atl,EQU,2082.897297,2082.91391,70.44790907,1675.21425,2183.071242,1.305935155
ssp245_dic_Atl_EQU,8,2090s,99.56458807,99.56274077,14.27341726,10.31503056,153.5465654,0.264594899,2910,ssp245,dic,Atl_EQU,Atl,EQU,2090.535021,2090.55416,68.46058307,1549.929627,2176.299935,1.269094901
ssp245_dic_Atl_EQU,9,2090s,99.72219793,99.71994544,14.35348086,-13.00162395,178.2098082,0.266079086,2910,ssp245,dic,Atl_EQU,Atl,EQU,2094.215756,2094.228952,74.01841161,1406.75022,2173.075091,1.372123703
ssp245_dic_IND_STPS,1,1850s,-52.43607008,-52.21760777,6.866122696,-76.83894735,-12.09860874,0.055899782,15087,ssp245,dic,IND_STPS,IND,STPS,1924.698511,1922.795906,57.62400342,1661.476138,2047.159316,0.46913948
ssp245_dic_IND_STPS,10,1850s,-52.59649859,-52.44625453,6.75800115,-82.09882123,-17.06118444,0.055019522,15087,ssp245,dic,IND_STPS,IND,STPS,1927.128818,1925.443009,60.67443474,1577.560358,2064.978103,0.493974231
ssp245_dic_IND_STPS,11,1850s,-53.1114672,-52.93176323,7.104952624,-77.2449923,-1.650516013,0.05784419,15087,ssp245,dic,IND_STPS,IND,STPS,1926.545965,1924.845954,59.1425339,1635.777153,2054.222267,0.481502429
ssp245_dic_IND_STPS,12,1850s,-53.51308935,-53.31382184,6.892348522,-77.21551544,-18.0672056,0.056113297,15087,ssp245,dic,IND_STPS,IND,STPS,1925.80557,1924.028315,57.97076342,1644.035815,2046.535604,0.471962589
ssp245_dic_IND_STPS,2,1850s,-52.35396565,-52.12173156,6.992931609,-72.86568628,-7.617752896,0.056932183,15087,ssp245,dic,IND_STPS,IND,STPS,1922.617969,1920.602403,58.07012108,1674.9542,2046.109283,0.472771498
ssp245_dic_IND_STPS,3,1850s,-52.63986129,-52.41438068,7.244107192,-76.00699119,-9.465011516,0.058977101,15087,ssp245,dic,IND_STPS,IND,STPS,1920.30771,1918.239186,58.47974512,1688.548454,2044.380002,0.476106407
ssp245_dic_IND_STPS,4,1850s,-52.71474357,-52.50370743,7.322891235,-77.88204515,-12.24650314,0.059618513,15087,ssp245,dic,IND_STPS,IND,STPS,1919.772304,1917.752362,57.99579227,1699.651865,2042.946307,0.472166358
ssp245_dic_IND_STPS,5,1850s,-52.41534538,-52.21724467,7.108318046,-75.07621471,-17.54646327,0.057871589,15087,ssp245,dic,IND_STPS,IND,STPS,1921.369551,1919.469149,57.25114749,1699.647977,2045.190673,0.466103915
ssp245_dic_IND_STPS,6,1850s,-52.25422573,-52.08128415,6.741294118,-76.26038364,-20.6620327,0.054883504,15087,ssp245,dic,IND_STPS,IND,STPS,1924.257644,1922.485279,57.23598911,1702.743638,2053.871857,0.465980504
ssp245_dic_IND_STPS,7,1850s,-52.25518847,-52.10852423,6.365780739,-73.88025731,-18.445123,0.051826303,15087,ssp245,dic,IND_STPS,IND,STPS,1926.364861,1924.619693,58.81321784,1698.292821,2063.659665,0.478821339
ssp245_dic_IND_STPS,8,1850s,-52.24786192,-52.11371977,6.263778958,-74.36035038,-22.36188683,0.050995867,15087,ssp245,dic,IND_STPS,IND,STPS,1927.73189,1925.996305,59.95862027,1631.11656,2071.271997,0.488146506
ssp245_dic_IND_STPS,9,1850s,-52.49718027,-52.37234915,6.426053785,-74.14187974,-21.13646613,0.052317009,15087,ssp245,dic,IND_STPS,IND,STPS,1927.787384,1926.079203,60.75879256,1570.142478,2072.48803,0.494661021
ssp245_dic_IND_STPS,1,2090s,83.71651857,83.46925969,14.20747884,23.57318444,117.4077925,0.115668625,15087,ssp245,dic,IND_STPS,IND,STPS,2060.8511,2058.482774,69.2055549,1776.843438,2218.475329,0.563429407
ssp245_dic_IND_STPS,10,2090s,82.94262202,82.76365723,15.5446784,12.03296395,174.5126695,0.126555288,15087,ssp245,dic,IND_STPS,IND,STPS,2062.667939,2060.652921,70.61610095,1669.304211,2217.724071,0.574913212
ssp245_dic_IND_STPS,11,2090s,82.91517581,82.7027246,16.24760477,1.990172906,182.829377,0.132278086,15087,ssp245,dic,IND_STPS,IND,STPS,2062.572608,2060.480442,69.78301818,1729.454924,2221.062636,0.56813076
ssp245_dic_IND_STPS,12,2090s,82.92821046,82.68514562,15.79530539,13.62182505,131.236917,0.12859574,15087,ssp245,dic,IND_STPS,IND,STPS,2062.24687,2060.027283,69.44407712,1747.431623,2220.796952,0.565371309
ssp245_dic_IND_STPS,2,2090s,83.42330016,83.19880956,12.9288174,18.44899394,115.2811893,0.105258544,15087,ssp245,dic,IND_STPS,IND,STPS,2058.395235,2055.922944,69.44757736,1807.390615,2214.235083,0.565399806
ssp245_dic_IND_STPS,3,2090s,82.8369989,82.63760527,12.56112316,4.500613447,114.3523419,0.102265001,15087,ssp245,dic,IND_STPS,IND,STPS,2055.784571,2053.291172,69.46066223,1819.010419,2212.50408,0.565506335
ssp245_dic_IND_STPS,4,2090s,81.92200565,81.70360847,12.97296791,24.54935859,116.3997963,0.10561799,15087,ssp245,dic,IND_STPS,IND,STPS,2054.409053,2051.959678,69.11798363,1812.84789,2209.935919,0.562716455
ssp245_dic_IND_STPS,5,2090s,81.41814522,81.18840632,13.21255372,29.51113667,121.890155,0.107568552,15087,ssp245,dic,IND_STPS,IND,STPS,2055.203042,2052.8748,68.58316849,1818.549293,2209.045114,0.558362316
ssp245_dic_IND_STPS,6,2090s,81.25080144,81.02222389,13.48027832,34.25536647,116.1975858,0.109748202,15087,ssp245,dic,IND_STPS,IND,STPS,2057.762671,2055.588787,68.21398193,1832.626957,2211.696008,0.555356624
ssp245_dic_IND_STPS,7,2090s,81.77394197,81.58032958,13.23287754,39.68819263,114.779682,0.107734016,15087,ssp245,dic,IND_STPS,IND,STPS,2060.393992,2058.308547,68.96145979,1821.242711,2215.958114,0.561442133
ssp245_dic_IND_STPS,8,2090s,82.01159832,81.84577069,13.15638963,39.99668734,114.2921606,0.107111298,15087,ssp245,dic,IND_STPS,IND,STPS,2061.99135,2059.955795,69.75506437,1743.854285,2218.305717,0.567903178
ssp245_dic_IND_STPS,9,2090s,82.46843783,82.30153475,13.98459557,19.7829705,154.409058,0.113854045,15087,ssp245,dic,IND_STPS,IND,STPS,2062.753003,2060.753087,70.36173489,1670.558116,2218.84247,0.572842319
ssp245_dic_NA_SPSS,1,1850s,-46.90326111,-46.56943371,8.319240487,-98.69469165,86.85824214,0.095327941,7616,ssp245,dic,NA_SPSS,NA,SPSS,2011.407498,2006.969344,143.5203936,526.8826398,2137.634766,1.644561614
ssp245_dic_NA_SPSS,10,1850s,-49.13134262,-48.58353948,8.617554531,-89.83045332,46.19434718,0.098746241,7616,ssp245,dic,NA_SPSS,NA,SPSS,1987.681903,1983.030486,136.9700069,526.1276912,2124.335324,1.569502493
ssp245_dic_NA_SPSS,11,1850s,-48.61882488,-48.25006646,8.370714609,-94.4125671,24.2245651,0.095917769,7616,ssp245,dic,NA_SPSS,NA,SPSS,1997.477021,1992.5391,140.0733035,526.8501304,2128.560877,1.605062335
ssp245_dic_NA_SPSS,12,1850s,-47.9831076,-47.68658076,8.171894817,-87.7838428,72.69058161,0.093639546,7616,ssp245,dic,NA_SPSS,NA,SPSS,2005.691751,2000.896347,142.1264094,527.8002751,2133.934991,1.628588323
ssp245_dic_NA_SPSS,2,1850s,-46.21931501,-45.89908863,7.948667836,-100.5395711,20.65733462,0.091081648,7616,ssp245,dic,NA_SPSS,NA,SPSS,2015.211881,2011.018466,144.4079123,527.1591913,2143.679294,1.654731452
ssp245_dic_NA_SPSS,3,1850s,-45.7493824,-45.4684874,8.042808263,-102.262504,13.82132507,0.092160378,7616,ssp245,dic,NA_SPSS,NA,SPSS,2016.477355,2012.347311,144.561813,524.439124,2145.974903,1.656494959
ssp245_dic_NA_SPSS,4,1850s,-45.69630491,-45.53979345,8.987888561,-119.8002729,56.68822792,0.102989799,7616,ssp245,dic,NA_SPSS,NA,SPSS,2012.937215,2008.51615,143.1235682,522.9385327,2144.299184,1.640014499
ssp245_dic_NA_SPSS,5,1850s,-46.46792173,-46.6691633,11.158179,-130.7801069,18.78416126,0.127858574,7616,ssp245,dic,NA_SPSS,NA,SPSS,1997.705218,1993.113753,137.3765338,524.4579329,2123.118982,1.574160776
ssp245_dic_NA_SPSS,6,1850s,-47.1170898,-47.25703266,12.6837058,-136.2191015,110.2038052,0.145339176,7616,ssp245,dic,NA_SPSS,NA,SPSS,1977.212661,1974.430593,130.7293863,526.2972806,2118.165767,1.4979929
ssp245_dic_NA_SPSS,7,1850s,-50.36059365,-49.54983672,12.95146554,-132.8281383,68.27709302,0.148407362,7616,ssp245,dic,NA_SPSS,NA,SPSS,1969.458299,1968.272852,131.2788082,529.6267566,2116.529155,1.504288577
ssp245_dic_NA_SPSS,8,1850s,-51.22205029,-50.03510964,11.86757607,-119.407227,4.855942116,0.135987364,7616,ssp245,dic,NA_SPSS,NA,SPSS,1969.85552,1967.950206,132.1164338,530.1949743,2117.649927,1.513886704
ssp245_dic_NA_SPSS,9,1850s,-50.23575725,-49.41396259,9.690326115,-117.5779742,7.767659507,0.111038842,7616,ssp245,dic,NA_SPSS,NA,SPSS,1977.418235,1973.893347,133.5164526,527.6018243,2121.162024,1.529929143
ssp245_dic_NA_SPSS,1,2090s,33.0591262,30.79381803,43.91425802,-70.1645652,132.4098572,0.503201679,7616,ssp245,dic,NA_SPSS,NA,SPSS,2091.369885,2084.332595,146.6797649,563.6096039,2271.673004,1.680764001
ssp245_dic_NA_SPSS,10,2090s,34.5457415,31.39321149,42.14264184,-58.63822411,122.9997041,0.482901205,7616,ssp245,dic,NA_SPSS,NA,SPSS,2071.358987,2063.007237,142.601015,563.7655565,2261.564584,1.634026701
ssp245_dic_NA_SPSS,11,2090s,32.0867398,29.29980261,42.89825046,-59.11014477,126.6920483,0.491559521,7616,ssp245,dic,NA_SPSS,NA,SPSS,2078.182586,2070.088969,144.4424671,564.7653097,2264.859296,1.655127406
ssp245_dic_NA_SPSS,12,2090s,31.40823484,28.99632943,43.70320647,-60.9590999,122.9165713,0.500783296,7616,ssp245,dic,NA_SPSS,NA,SPSS,2085.083093,2077.579257,145.7974613,565.0310729,2268.990569,1.67065392
ssp245_dic_NA_SPSS,2,2090s,34.1311502,31.88069021,44.19068182,-68.99792691,120.9699959,0.506369145,7616,ssp245,dic,NA_SPSS,NA,SPSS,2095.562346,2088.798245,146.9545351,562.0751259,2273.352491,1.683912518
ssp245_dic_NA_SPSS,3,2090s,34.99853813,32.70473484,44.18154271,-92.82989741,127.2871259,0.506264423,7616,ssp245,dic,NA_SPSS,NA,SPSS,2097.225276,2090.520533,146.6942389,561.5672874,2274.105431,1.680929854
ssp245_dic_NA_SPSS,4,2090s,36.01976813,33.82051067,43.85472092,-60.43289338,134.9971176,0.502519459,7616,ssp245,dic,NA_SPSS,NA,SPSS,2094.653288,2087.876454,145.30581,563.5624063,2275.151375,1.66502022
ssp245_dic_NA_SPSS,5,2090s,40.93613187,38.85671368,43.02653484,-60.63235941,153.0976162,0.493029498,7616,ssp245,dic,NA_SPSS,NA,SPSS,2085.109272,2078.63963,142.2913174,563.5531189,2273.643999,1.630477959
ssp245_dic_NA_SPSS,6,2090s,50.97686239,47.7548343,38.75865195,-83.12037006,171.6699816,0.444124975,7616,ssp245,dic,NA_SPSS,NA,SPSS,2075.306613,2069.44246,140.6581228,565.199467,2270.307927,1.611763622
ssp245_dic_NA_SPSS,7,2090s,51.56135635,46.85771798,40.69503225,-95.14090476,194.3310945,0.466313436,7616,ssp245,dic,NA_SPSS,NA,SPSS,2071.380249,2064.680406,140.3782515,568.9527267,2266.860895,1.608556652
ssp245_dic_NA_SPSS,8,2090s,46.25489061,41.82463313,40.20290035,-82.96030612,172.877329,0.460674229,7616,ssp245,dic,NA_SPSS,NA,SPSS,2067.332461,2059.809949,139.826004,569.0759292,2263.18937,1.602228596
ssp245_dic_NA_SPSS,9,2090s,39.39179417,35.76661942,40.90293524,-54.34687014,143.771639,0.468695741,7616,ssp245,dic,NA_SPSS,NA,SPSS,2067.045786,2059.073929,140.4929614,564.9924247,2260.184795,1.609871082
ssp245_dic_NA_STPS,1,1850s,-63.0546487,-63.17517164,6.268987409,-87.50792408,-35.18225527,0.072258084,7527,ssp245,dic,NA_STPS,NA,STPS,2003.295248,2002.194906,59.47833998,1839.474159,2109.980441,0.685563806
ssp245_dic_NA_STPS,10,1850s,-65.42506186,-65.52814987,6.816201013,-101.4567981,-35.46227119,0.078565419,7527,ssp245,dic,NA_STPS,NA,STPS,2002.158321,2000.74573,58.63133648,1764.359316,2094.260373,0.675801009
ssp245_dic_NA_STPS,11,1850s,-65.24655012,-65.35514806,6.596834251,-112.6662497,-42.39445007,0.076036937,7527,ssp245,dic,NA_STPS,NA,STPS,2000.050957,1998.754536,58.61924141,1787.048089,2095.520728,0.675661598
ssp245_dic_NA_STPS,12,1850s,-64.5742979,-64.68506642,6.294877131,-94.05304427,-42.10677397,0.072556496,7527,ssp245,dic,NA_STPS,NA,STPS,2001.216309,2000.043472,58.78495522,1824.771919,2102.430131,0.677571661
ssp245_dic_NA_STPS,2,1850s,-62.70583422,-62.8321056,6.454711998,-84.99704161,-33.53571536,0.074398797,7527,ssp245,dic,NA_STPS,NA,STPS,2005.421639,2004.37653,58.83679809,1852.655199,2111.653809,0.678169216
ssp245_dic_NA_STPS,3,1850s,-62.75748099,-62.88295682,6.501511088,-85.14610603,-40.37041869,0.074938216,7527,ssp245,dic,NA_STPS,NA,STPS,2006.417352,2005.434263,56.55620514,1864.611255,2104.183056,0.651882471
ssp245_dic_NA_STPS,4,1850s,-63.08163027,-63.16757023,6.362782502,-85.71056015,-43.66950504,0.073339192,7527,ssp245,dic,NA_STPS,NA,STPS,2006.78794,2005.911222,53.6673631,1877.020484,2095.088362,0.618584878
ssp245_dic_NA_STPS,5,1850s,-64.01811806,-64.06191876,6.363122925,-99.54780598,-44.51421235,0.073343116,7527,ssp245,dic,NA_STPS,NA,STPS,2007.61938,2006.739849,52.25815245,1846.167001,2094.21592,0.602341926
ssp245_dic_NA_STPS,6,1850s,-65.06214882,-65.08760908,6.566917611,-88.16355323,-41.06640477,0.07569211,7527,ssp245,dic,NA_STPS,NA,STPS,2008.972083,2007.903923,52.59462144,1802.030966,2096.118558,0.606220161
ssp245_dic_NA_STPS,7,1850s,-65.49036238,-65.52752613,7.172152888,-119.7565023,-31.22765496,0.082668219,7527,ssp245,dic,NA_STPS,NA,STPS,2009.208474,2007.944519,54.30703423,1739.448598,2096.101301,0.625957905
ssp245_dic_NA_STPS,8,1850s,-65.50291117,-65.56090247,7.160614014,-110.0644461,-32.57977383,0.082535219,7527,ssp245,dic,NA_STPS,NA,STPS,2008.241654,2006.849267,56.16532239,1731.179384,2095.309533,0.647377048
