"","FINAL_TREAT","TIME_TREAT","Study_DOI","CO2_mean","HCO3_mean","CO3_mean","Temp_mean","DIC_mean","pHT_mean","Temp_sd","CO2_sd","CO3_sd","HCO3_sd","DIC_sd","pHT_sd"
"1626","6.07","initial","10.1594/PANGAEA.849339",6.07,1630.5,300.43,20,1937,8.31196924910345,0,0,0,0,0,0
"1627","6.19","No Comment","10.1594/PANGAEA.949913",6.19,1735.24,325.57,20,2067,8.31983158369566,NA,NA,NA,NA,NA,NA
"1628","6.2","No Comment","10.1594/PANGAEA.861380",6.2,1790.4,334.2,15,2130.8,8.40005724530807,0,0,0,0,0,0
"1629","6.2","No Comment","10.1594/PANGAEA.920269",6.2,1790.4,334.2,15,2130.8,8.40005724530807,0,0,0,0,0,0
"1630","6.26","No Comment","10.1594/PANGAEA.835214",6.26,1609.98,289.77,20,1906.01,8.30177969421072,NA,NA,NA,NA,NA,NA
"1631","6.26","No Comment","10.1594/PANGAEA.949280",6.26,1568.49,274.75,20,1849.5,8.29000270138236,NA,NA,NA,NA,NA,NA
"1632","6.33","No Comment","10.1594/PANGAEA.891195",6.33,1600.35,307.8,25,1914.48,8.25000513342656,0,0,0,0,0,0
"1633","6.38","No Comment","10.1594/PANGAEA.845818",6.38,1708.42,283.17,14,1997.97,8.3651744652177,0,0,0,0,0,0
"1634","6.43","No Comment","10.1594/PANGAEA.887739",6.43,1684.17,304.95,20,1995.55,8.30438946512282,NA,NA,NA,NA,NA,NA
"1635","6.47","No Comment","10.1594/PANGAEA.869122",6.47,1876.94,275.57,-1.8,2158.98,8.57987221646767,NA,NA,NA,NA,NA,NA
"1636","6.49","No Comment","10.1594/PANGAEA.849402",6.49,1559.96,254.8,20,1821.25,8.25963271566705,NA,NA,NA,NA,NA,NA
"1638","6.54","No Comment","10.1594/PANGAEA.849402",6.54,1599.15,273.74,20,1879.43,8.27999581497329,NA,NA,NA,NA,NA,NA
"1640","6.55","No Comment","10.1594/PANGAEA.924611",6.55,1661.1,294.52,20,1962.17,8.29526576803255,NA,NA,NA,NA,NA,NA
"1641","6.58","No Comment","10.1594/PANGAEA.949913",6.58,1763.34,316.08,20,2086,8.30000771187534,0,0,0,0,0,0
"1642","6.59","No Comment","10.1594/PANGAEA.849402",6.59,1618.53,257.11,15,1882.23,8.32999908368648,NA,NA,NA,NA,NA,NA
"1644","6.66","No Comment","10.1594/PANGAEA.949280",6.66,1668.69,292.3,20,1967.65,8.28999990647149,NA,NA,NA,NA,NA,NA
"1645","6.69","No Comment","10.1594/PANGAEA.949913",6.69,1750.2,292.11,17,2049,8.31824977812917,0,0,0,0,0,0
"1646","6.73","No Comment","10.1594/PANGAEA.849402",6.73,1652.43,262.5,15,1921.66,8.33000710564946,NA,NA,NA,NA,NA,NA
"1648","6.79","No Comment","10.1594/PANGAEA.849402",6.79,1627.94,252.72,15,1887.45,8.32000208751298,NA,NA,NA,NA,NA,NA
"1650","6.95","No Comment","10.1594/PANGAEA.885410",6.95,1551.73,219.32,14,1778,8.29598395202821,NA,NA,NA,NA,NA,NA
"1651","60.15","No Comment","10.1594/PANGAEA.869122",60.15,2407.53,48.79,-1.8,2516.47,7.71984978060521,NA,NA,NA,NA,NA,NA
"1652","60.25","No Comment","10.1594/PANGAEA.925549",60.25,2505.96,56.98,6,2623.19,7.63911570417381,0,0,0,0,0,0
"1653","60.71","No Comment","10.1594/PANGAEA.869122",60.71,2320.63,44.91,-1.8,2426.25,7.69982782279113,NA,NA,NA,NA,NA,NA
"1654","60.77","No Comment","10.1594/PANGAEA.834251",60.77,1935.71,40.53,17,2037.01,7.41672734299277,NA,NA,NA,NA,NA,NA
"1655","600-RCP4.5","No Comment","10.1594/PANGAEA.911407",19.7866666666667,1759.35,103.68,18,1882.81666666667,7.84687735332132,0,3.14153359576709,14.0141892380544,19.642237652569,15.5910786456015,0.0640596718431213
"1656","61.15","No Comment","10.1594/PANGAEA.861839",61.15,2209.93,50.92,14,2322,7.50823174880628,NA,NA,NA,NA,NA,NA
"1657","61.19","No Comment","10.1594/PANGAEA.869122",61.19,2339.07,45.27,-1.8,2445.53,7.69985794563596,NA,NA,NA,NA,NA,NA
"1658","61.66","No Comment","10.1594/PANGAEA.869122",61.66,2303.37,43.57,-1.8,2408.6,7.68991452384566,NA,NA,NA,NA,NA,NA
"1659","61.91","No Comment","10.1594/PANGAEA.869122",61.91,2421.89,47.97,-1.8,2531.77,7.70990597448898,NA,NA,NA,NA,NA,NA
"1660","62.62","No Comment","10.1594/PANGAEA.869122",62.62,2393.7,46.33,-1.8,2502.65,7.69988325043545,NA,NA,NA,NA,NA,NA
"1661","62.67","No Comment","10.1594/PANGAEA.869122",62.67,2287.87,42.29,-1.8,2392.83,7.67989701157484,NA,NA,NA,NA,NA,NA
"1662","62.7","No Comment","10.1594/PANGAEA.869122",62.7,2342.18,44.3,-1.8,2449.18,7.6898741280554,NA,NA,NA,NA,NA,NA
"1663","62.83","No Comment","10.1594/PANGAEA.869122",62.83,2293.64,42.39,-1.8,2398.86,7.67982883269783,NA,NA,NA,NA,NA,NA
"1664","62.89","No Comment","10.1594/PANGAEA.869122",62.89,2403.93,46.53,-1.8,2513.35,7.6999019052577,NA,NA,NA,NA,NA,NA
"1665","62.92","No Comment","10.1594/PANGAEA.960341",62.92,2195.1,48.84,16,2306.86,7.45967882542731,0,0,0,0,0,0
"1666","63.06","No Comment","10.1594/PANGAEA.861839",63.06,2212.45,49.49,14,2325,7.49536586047486,NA,NA,NA,NA,NA,NA
"1667","63.22","No Comment","10.1594/PANGAEA.835214",63.22,2171.71,48.27,15,2283.2,7.47587633661976,NA,NA,NA,NA,NA,NA
"1668","63.62","No Comment","10.1594/PANGAEA.834251",63.62,2184.89,52.49,20,2301,7.42719375026697,NA,NA,NA,NA,NA,NA
"1669","63.65","No Comment","10.1594/PANGAEA.869122",63.65,2323.55,42.95,-1.8,2430.15,7.67990181578221,NA,NA,NA,NA,NA,NA
"1670","63.81","No Comment","10.1594/PANGAEA.835214",63.81,2184.95,52.34,20,2301.1,7.42593896965944,NA,NA,NA,NA,NA,NA
"1671","63.95","No Comment","10.1594/PANGAEA.960341",63.95,2180.44,47.41,16,2291.8,7.44968329469968,0,0,0,0,0,0
"1672","64.31","No Comment","10.1594/PANGAEA.869122",64.31,2347.84,43.4,-1.8,2455.55,7.67991190214287,NA,NA,NA,NA,NA,NA
"1673","64.45","No Comment","10.1594/PANGAEA.869122",64.45,2299.31,41.53,-1.8,2405.29,7.66985507300906,NA,NA,NA,NA,NA,NA
"1674","64.47","No Comment","10.1594/PANGAEA.869122",64.47,2300.15,41.55,-1.8,2406.17,7.66990553949797,NA,NA,NA,NA,NA,NA
"1675","64.77","No Comment","10.1594/PANGAEA.835214",64.77,2220,45.83,10,2330.6,7.52819262413376,NA,NA,NA,NA,NA,NA
"1676","65.76","No Comment","10.1594/PANGAEA.869122",65.76,2292.6,40.47,-1.8,2398.83,7.65989558634456,NA,NA,NA,NA,NA,NA
"1677","66.04","No Comment","10.1594/PANGAEA.869122",66.04,2356.12,42.56,-1.8,2464.72,7.66989488349805,NA,NA,NA,NA,NA,NA
"1678","66.24","No Comment","10.1594/PANGAEA.836367",66.24,2229.05,53.26,20,2348.55,7.42482810627842,NA,NA,NA,NA,NA,NA
"1679","66.86","No Comment","10.1594/PANGAEA.836367",66.86,2229.23,52.78,20,2348.87,7.42086126137529,NA,NA,NA,NA,NA,NA
"1680","67.98","No Comment","10.1594/PANGAEA.869122",67.98,2316.23,39.95,-1.8,2424.16,7.64982577134362,NA,NA,NA,NA,NA,NA
"1681","68.51","No Comment","10.1594/PANGAEA.869122",68.51,2334.23,40.26,-1.8,2443,7.64982079417701,NA,NA,NA,NA,NA,NA
"1682","68.84","No Comment","10.1594/PANGAEA.924611",68.84,2271.55,52.43,20,2392.82,7.40980431148696,NA,NA,NA,NA,NA,NA
"1683","68.97","No Comment","10.1594/PANGAEA.960341",68.97,2194.6,44.53,16,2308.1,7.41965480017504,0,0,0,0,0,0
"1684","69.2","No Comment","10.1594/PANGAEA.836367",69.2,2234.09,51.21,20,2354.5,7.40680086567003,NA,NA,NA,NA,NA,NA
"1685","7","No Comment","10.1594/PANGAEA.826456",7,1762,299,18.5,2068,8.30048755970866,2.12132034355964,0,16.9705627484771,9.89949493661167,26.8700576850888,0.0125981667395661
"1686","7","No Comment","10.1594/PANGAEA.836367",7,1686.85,288.65,20,1982.5,8.2798418508174,NA,NA,NA,NA,NA,NA
"1687","7.06","No Comment","10.1594/PANGAEA.849402",7.06,1585.08,241.63,20,1833.77,8.22964642212884,NA,NA,NA,NA,NA,NA
"1689","7.11","No Comment","10.1594/PANGAEA.849402",7.11,1666.4,252.8,15,1926.31,8.30999868160563,NA,NA,NA,NA,NA,NA
"1691","7.2","No Comment","10.1594/PANGAEA.835214",7.2,1680.55,253.85,15,1941.6,8.30812659847703,NA,NA,NA,NA,NA,NA
"1692","7.24","No Comment","10.1594/PANGAEA.849402",7.24,1588.88,236.69,20,1832.81,8.21963556571466,NA,NA,NA,NA,NA,NA
"1693","7.24","No Comment","10.1594/PANGAEA.949280",7.24,1776.74,282.24,15,2066.22,8.3299955525987,NA,NA,NA,NA,NA,NA
"1695","7.37","No Comment","10.1594/PANGAEA.849402",7.37,1644.93,256.8,20,1909.1,8.23999435257977,NA,NA,NA,NA,NA,NA
"1697","7.39","No Comment","10.1594/PANGAEA.835214",7.39,1609.16,266.45,25,1883,8.18496798821663,NA,NA,NA,NA,NA,NA
"1698","7.4","No Comment","10.1594/PANGAEA.834251",7.4,1609.29,266.31,25,1883,8.18470465409501,NA,NA,NA,NA,NA,NA
"1699","7.41","No Comment","10.1594/PANGAEA.849402",7.41,1630.43,225.39,15,1863.23,8.26963335471662,NA,NA,NA,NA,NA,NA
"1701","7.48","No Comment","10.1594/PANGAEA.887739",7.48,1744.69,281.22,20,2033.39,8.25387468652341,NA,NA,NA,NA,NA,NA
"1702","7.58","No Comment","10.1594/PANGAEA.924611",7.58,1657.65,253.43,20,1918.66,8.23091194007616,NA,NA,NA,NA,NA,NA
"1703","7.61","No Comment","10.1594/PANGAEA.849402",7.61,1660.04,253.26,20,1920.91,8.22999480415628,NA,NA,NA,NA,NA,NA
"1705","7.65","No Comment","10.1594/PANGAEA.849402",7.65,1673.6,236.95,15,1918.2,8.28000591478322,NA,NA,NA,NA,NA,NA
"1707","7.69","No Comment","10.1594/PANGAEA.849402",7.69,1683.11,238.29,15,1929.09,8.27999418589553,NA,NA,NA,NA,NA,NA
"1710","7.8-400","beginning of culture","10.1594/PANGAEA.968756",13.49,1033.155,55.355,20,1102,7.77500526111964,0,1.25335912288102,6.46002181251595,108.222337931098,115.935718866495,0.00524988421121695
"1711","7.8-400","harvest time","10.1594/PANGAEA.968756",10.23,900.28,55.485,20,965.995,7.83497750776286,0,0.417786374293675,6.2720179440838,69.5509866605395,76.2407909789169,0.0156728950421513
"1713","7.8-800","beginning of culture","10.1594/PANGAEA.968756",25.19,2015.38,112.93,20,2153.5,7.79500847819547,0,1.37869503516913,1.96359595918027,37.6634416425748,37.0785407185639,0.0156690572923161
"1714","7.8-800","harvest time","10.1594/PANGAEA.968756",19.865,1848.34,120.29,20,1988.495,7.8599943621552,0,0.402119385257662,2.43360563026066,37.3814358399266,40.2171608554449,2.96568913783326e-06
"1715","7.96","No Comment","10.1594/PANGAEA.849402",7.96,1635.43,210.99,15,1854.38,8.23963078096799,NA,NA,NA,NA,NA,NA
"1717","7.98","No Comment","10.1594/PANGAEA.834251",7.98,1879.39,262.63,10,2150,8.35872316331479,NA,NA,NA,NA,NA,NA
"1718","70.36","No Comment","10.1594/PANGAEA.924611",70.36,2265.53,51.03,20,2386.92,7.39920250533932,NA,NA,NA,NA,NA,NA
"1719","71.39","No Comment","10.1594/PANGAEA.924611",71.39,2233.93,48.9,20,2354.22,7.38678605316968,NA,NA,NA,NA,NA,NA
"1720","72.77","No Comment","10.1594/PANGAEA.869122",72.77,2422.96,40.84,-1.8,2536.57,7.63983015889493,NA,NA,NA,NA,NA,NA
"1721","72.78","No Comment","10.1594/PANGAEA.892370",72.78,2170.24,35.88,6,2278.9,7.50071206440851,NA,NA,NA,NA,NA,NA
"1722","72.78, Temp2","No Comment","10.1594/PANGAEA.892370",72.78,2170.24,35.88,6.3,2278.9,7.49549313611421,NA,NA,NA,NA,NA,NA
"1723","73.15","No Comment","10.1594/PANGAEA.892370",73.15,2176.25,35.9,6,2285.3,7.49975305825136,NA,NA,NA,NA,NA,NA
"1724","73.15, Temp2","No Comment","10.1594/PANGAEA.892370",73.15,2176.25,35.9,6.3,2285.3,7.49453412995706,NA,NA,NA,NA,NA,NA
"1725","73.72","No Comment","10.1594/PANGAEA.924611",73.72,2206.29,46.19,20,2326.2,7.36743212015122,NA,NA,NA,NA,NA,NA
"1726","74.67","No Comment","10.1594/PANGAEA.892370",74.67,2180.73,35.32,6,2290.72,7.49178619055711,NA,NA,NA,NA,NA,NA
"1727","74.67, Temp2","No Comment","10.1594/PANGAEA.892370",74.67,2180.73,35.32,6.3,2290.72,7.48656726226281,NA,NA,NA,NA,NA,NA
"1729","74.75","No Comment","10.1594/PANGAEA.758212",74.75,6441.76,350.05,20,6866.56,7.7816722961279,NA,NA,NA,NA,NA,NA
"1730","750","No Comment","10.1594/PANGAEA.837464",25.9873267326733,2061.48534653465,104.502178217822,13.356,2191.97485148515,7.85801100059469,1.5831660100522,3.20008590231235,11.1460896823918,27.8540581088055,23.0444974175555,0.0543113381113802
"1731","750","No Comment","10.1594/PANGAEA.923623",27.0172727272727,1884.94909090909,85.3618181818182,16.4961538461538,1997.32818181818,7.75622753511994,0.27782119318838,4.34592243582209,11.1141889656257,33.1406989831372,28.0364522784827,0.062993522231699
"1732","750_culture","No Comment","10.1594/PANGAEA.923623",14.7761538461538,1466.94076923077,97.8161538461539,16.3266666666667,1579.53307692308,7.93806494500862,0.349421290271841,7.33077706029124,20.1835582997901,408.800048606927,423.821995661398,0.117681979557078
"1733","750_media","No Comment","10.1594/PANGAEA.923623",28.04,2004.165,91.15,17.05,2123.355,7.75244025847124,0.353553390593274,1.24450793488832,7.80645886429949,128.643936701269,137.694903500456,0.0151867918271829
"1734","750ppm pCO2-1250pM Fe","No Comment","10.1594/PANGAEA.830475",20,2273,201,27,2494,7.88081307928225,0,0,0,0,0,0
"1735","750ppm pCO2-40pM Fe","No Comment","10.1594/PANGAEA.830475",20,2273,201,27,2494,7.88081307928225,0,0,0,0,0,0
"1736","76.08","No Comment","10.1594/PANGAEA.960341",76.08,2207.7,40.85,16,2324.63,7.37960948313024,0,0,0,0,0,0
"1737","77.71","No Comment","10.1594/PANGAEA.835214",77.71,2145.26,41.43,20,2264.4,7.3323817526718,NA,NA,NA,NA,NA,NA
"1738","77.86","No Comment","10.1594/PANGAEA.892370",77.86,2168.62,31.88,2,2278.36,7.52001895382432,NA,NA,NA,NA,NA,NA
"1739","77.86, Temp2","No Comment","10.1594/PANGAEA.892370",77.86,2168.62,31.88,2.2,2278.36,7.51647041553893,NA,NA,NA,NA,NA,NA
"1740","78.35","No Comment","10.1594/PANGAEA.846058",78.35,2305.55,43.9,15,2427.8,7.4086908440623,NA,NA,NA,NA,NA,NA
"1741","78.94","No Comment","10.1594/PANGAEA.834251",78.94,1941.67,31.39,17,2052,7.30440692806094,NA,NA,NA,NA,NA,NA
"1742","79.6","No Comment","10.1594/PANGAEA.846058",79.6,2291.87,42.13,15,2413.6,7.39340234822364,NA,NA,NA,NA,NA,NA
"1743","79.93","No Comment","10.1594/PANGAEA.846058",79.93,2306.02,43.05,15,2429,7.40011095513458,NA,NA,NA,NA,NA,NA
"1744","8","No Comment","10.1594/PANGAEA.826456",8,1821,273,17,2102,8.27164373415441,NA,NA,NA,NA,NA,NA
"1746","8.1-400","beginning of culture","10.1594/PANGAEA.968756",12.19,1881.52,203.29,20,2097,8.07999800453683,0,0.240227165218863,5.75500730589538,8.06327702386795,13.5780571645444,0.0104364207518336
"1747","8.1-400","harvest time","10.1594/PANGAEA.968756",9.695,1697.625,208.18,20,1915.5,8.13500521950931,0,0.433453363329688,5.76545196525271,14.2099590556636,8.87796045374059,0.0156657483039923
"1749","8.1-800","beginning of culture","10.1594/PANGAEA.968756",25.16,3840.24,410.1,20,4275.5,8.07499903853526,0,0.0417786374293666,9.24352353124755,40.3999423941984,49.6016872880163,0.00522137713312545
"1750","8.1-800","harvest time","10.1594/PANGAEA.968756",21.05,3681.9,452.05,20,4155,8.13500100813422,0,1.31602707902508,26.0385357778533,9.05551966281548,15.6669890360128,0.0261093431969935
"1751","8.16","No Comment","10.1594/PANGAEA.834251",8.16,1644.77,252.06,25,1904.99,8.15135024802149,NA,NA,NA,NA,NA,NA
"1752","8.19","No Comment","10.1594/PANGAEA.868682",8.19,1788.96,249.4,15,2046.55,8.27329668794807,0,0,0,0,0,0
"1753","8.24","No Comment","10.1594/PANGAEA.834251",8.24,1691,242.76,20,1942,8.20358027568017,NA,NA,NA,NA,NA,NA
"1754","8.24","No Comment","10.1594/PANGAEA.835214",8.24,1690.78,242.68,20,1941.7,8.20349363875277,NA,NA,NA,NA,NA,NA
"1755","8.28","No Comment","10.1594/PANGAEA.949280",8.28,1610.08,218.93,20,1837.29,8.18000457617615,NA,NA,NA,NA,NA,NA
"1756","8.34","No Comment","10.1594/PANGAEA.835214",8.34,1775.45,227.61,10,2011.4,8.32127863386017,NA,NA,NA,NA,NA,NA
"1757","8.36","No Comment","10.1594/PANGAEA.924611",8.36,1682.85,236.91,20,1928.12,8.19508474011448,NA,NA,NA,NA,NA,NA
"1758","8.41","No Comment","10.1594/PANGAEA.869122",8.41,2028.75,247.75,-1.8,2284.91,8.49987580034807,NA,NA,NA,NA,NA,NA
"1759","8.49","No Comment","10.1594/PANGAEA.943274",8.49,1740.05,223.16,16.9,1971.7,8.20549885908711,NA,NA,NA,NA,NA,NA
"1760","8.53","No Comment","10.1594/PANGAEA.835214",8.53,1723.35,243.52,20,1975.4,8.19670790105593,NA,NA,NA,NA,NA,NA
"1761","8.56","No Comment","10.1594/PANGAEA.869122",8.56,1972.5,230.04,-1.8,2211.1,8.47987701706927,NA,NA,NA,NA,NA,NA
"1762","8.64","No Comment","10.1594/PANGAEA.909063",8.64,2274.62,459.94,25.1,2743.2,8.27015033779089,NA,NA,NA,NA,NA,NA
"1763","8.67","No Comment","10.1594/PANGAEA.861839",8.67,1802.49,238.84,14,2050,8.26795606988379,NA,NA,NA,NA,NA,NA
"1764","8.67","No Comment","10.1594/PANGAEA.909063",8.67,2183.71,422.82,25,2615.2,8.25291205110039,NA,NA,NA,NA,NA,NA
"1765","8.75","No Comment","10.1594/PANGAEA.868682",8.75,1810.13,239.04,15,2057.92,8.24976168289986,0,0,0,0,0,0
"1766","8.85","No Comment","10.1594/PANGAEA.943274",8.85,1690.6,213.25,17.23,1912.7,8.19283973886653,NA,NA,NA,NA,NA,NA
"1767","8.89","No Comment","10.1594/PANGAEA.909063",8.89,2292.85,445.76,24.3,2747.5,8.26585130127196,NA,NA,NA,NA,NA,NA
"1768","8.94","No Comment","10.1594/PANGAEA.943274",8.94,1762.41,216.85,16.72,1988.2,8.1904743989101,NA,NA,NA,NA,NA,NA
"1769","80.87","No Comment","10.1594/PANGAEA.883475",80.87,2421.42,48.81,18,2551.1,7.38373954735398,0,0,0,0,0,0
"1770","800","No Comment","10.1594/PANGAEA.907928",25.4966666666667,2076.18666666667,118.27,20,2219.95333333333,7.80217714429185,0,0.70159342452259,1.10489818535465,32.1616547045287,33.4137581444133,0.00575985946455955
"1771","800","No Comment","10.1594/PANGAEA.930555",26.6917827868852,2041.60532786885,107.002254098361,21,2175.2993647541,7.74953960351175,0,0.16769085773771,3.37335303810551,32.6774967985239,36.0146882054543,0.0071442316983009
"1772","800-RCP6","No Comment","10.1594/PANGAEA.911407",27.12,1838.4,81.8933333333333,18,1947.41333333333,7.72694069710132,0,2.70207327805891,7.49709499295115,12.3667012578133,7.63490231328043,0.0417197300859865
"1773","800ppm","No Comment","10.1594/PANGAEA.955830",27.0067955801105,2050.6626519337,107.725082872928,21,2185.39453038674,7.75026721767577,0,1.18300088262463,4.91326979477166,10.2749350853768,6.54466617322973,0.0217182767296822
"1774","81.54","No Comment","10.1594/PANGAEA.846058",81.54,2302.2,42.06,15,2425.8,7.39072708770332,NA,NA,NA,NA,NA,NA
"1775","81.65","No Comment","10.1594/PANGAEA.960341",81.65,2211.25,38.19,16,2331.09,7.34966929236306,0,0,0,0,0,0
"1776","81.95","No Comment","10.1594/PANGAEA.892370",81.95,2164.84,30.19,2,2276.98,7.49712140900326,NA,NA,NA,NA,NA,NA
"1777","81.95, Temp2","No Comment","10.1594/PANGAEA.892370",81.95,2164.84,30.19,2.2,2276.98,7.49357287071786,NA,NA,NA,NA,NA,NA
"1778","82.24","No Comment","10.1594/PANGAEA.846058",82.24,2302.64,41.72,15,2426.6,7.38711912400991,NA,NA,NA,NA,NA,NA
"1779","82.32","No Comment","10.1594/PANGAEA.846058",82.32,2305.88,41.8,15,2430,7.38734044822569,NA,NA,NA,NA,NA,NA
"1780","82.49","No Comment","10.1594/PANGAEA.835214",82.49,2187.95,37.55,15,2307.99,7.36357341718973,NA,NA,NA,NA,NA,NA
"1781","82.57","No Comment","10.1594/PANGAEA.846058",82.57,2306.44,41.69,15,2430.7,7.3860906027575,NA,NA,NA,NA,NA,NA
"1782","82.72","No Comment","10.1594/PANGAEA.846058",82.72,2298.84,41.34,15,2422.9,7.38386259594009,NA,NA,NA,NA,NA,NA
"1783","821","No Comment","10.1594/PANGAEA.974439",40.47,2009.5,60.03,14.6,2110,7.61096025124527,0,0,0,0,0,0
"1784","83.07","No Comment","10.1594/PANGAEA.883475",83.07,2380.36,50.7,24,2514.13,7.31029091631622,0,0,0,0,0,0
"1785","83.55","No Comment","10.1594/PANGAEA.846058",83.55,2308.48,41.27,15,2433.3,7.38130922151014,NA,NA,NA,NA,NA,NA
"1786","84.08","No Comment","10.1594/PANGAEA.892370",84.08,2165.71,29.44,2,2279.23,7.48602160362374,NA,NA,NA,NA,NA,NA
"1787","84.08, Temp2","No Comment","10.1594/PANGAEA.892370",84.08,2165.71,29.44,2.2,2279.23,7.48247306533834,NA,NA,NA,NA,NA,NA
"1788","84.33","No Comment","10.1594/PANGAEA.924611",84.33,2234.06,41.4,20,2359.79,7.3144522628263,NA,NA,NA,NA,NA,NA
"1789","84.38","No Comment","10.1594/PANGAEA.846058",84.38,2287.14,39.58,15,2411.1,7.36718390942967,NA,NA,NA,NA,NA,NA
"1790","84.65","No Comment","10.1594/PANGAEA.846058",84.65,2285.84,39.41,15,2409.9,7.36556147561925,NA,NA,NA,NA,NA,NA
"1791","84.69","No Comment","10.1594/PANGAEA.846058",84.69,2287.46,39.45,15,2411.6,7.36569436802877,NA,NA,NA,NA,NA,NA
"1792","85.92","No Comment","10.1594/PANGAEA.846058",85.92,2278.98,38.6,15,2403.5,7.35784765971541,NA,NA,NA,NA,NA,NA
"1793","86.2","No Comment","10.1594/PANGAEA.861380",86.2,2487.5,46.4,15,2620.1,7.39975576007209,0,0,0,0,0,0
"1794","86.2","No Comment","10.1594/PANGAEA.920269",86.2,2487.5,46.4,15,2620.1,7.39975576007209,0,0,0,0,0,0
"1795","87.19","No Comment","10.1594/PANGAEA.835214",87.19,2204.63,36.07,15,2327.89,7.3428112983754,NA,NA,NA,NA,NA,NA
"1796","88.14","No Comment","10.1594/PANGAEA.846058",88.14,2277,37.56,15,2402.7,7.34636342191391,NA,NA,NA,NA,NA,NA
"1797","88.45","No Comment","10.1594/PANGAEA.846058",88.45,2286.41,38.25,15,2413.11,7.35247819751335,NA,NA,NA,NA,NA,NA
"1798","88.54","No Comment","10.1594/PANGAEA.846058",88.54,2287.91,37.75,15,2414.2,7.34647888837716,NA,NA,NA,NA,NA,NA
"1799","89.26","No Comment","10.1594/PANGAEA.846058",89.26,2276.96,37.09,15,2403.31,7.34090230095537,NA,NA,NA,NA,NA,NA
"1800","89.36","No Comment","10.1594/PANGAEA.846058",89.36,2281.16,37.18,15,2407.7,7.34115450671799,NA,NA,NA,NA,NA,NA
"1801","89.73","No Comment","10.1594/PANGAEA.846058",89.73,2285.6,37.68,15,2413.01,7.34611153568113,NA,NA,NA,NA,NA,NA
"1802","89.83","No Comment","10.1594/PANGAEA.846058",89.83,2279.92,36.94,15,2406.69,7.33857815170896,NA,NA,NA,NA,NA,NA
"1803","9","No Comment","10.1594/PANGAEA.833817",9,1809,267,25,2085,8.13502418662038,0,0,0,0,0,0
"1804","9.02","No Comment","10.1594/PANGAEA.943274",9.02,1752.64,224.94,17.4,1986.6,8.197559820635,NA,NA,NA,NA,NA,NA
"1805","9.09","No Comment","10.1594/PANGAEA.849402",9.09,1731.5,213.51,15,1954.1,8.21999659359608,NA,NA,NA,NA,NA,NA
"1806","9.09","No Comment","10.1594/PANGAEA.943274",9.09,1751.07,221.34,17.02,1981.5,8.19721688222545,NA,NA,NA,NA,NA,NA
"1808","9.16","No Comment","10.1594/PANGAEA.943274",9.16,1767.15,213.9,17.04,1990.21,8.17806733554251,NA,NA,NA,NA,NA,NA
"1809","9.17","No Comment","10.1594/PANGAEA.887739",9.17,1826.67,251.41,20,2087.25,8.18526920623274,NA,NA,NA,NA,NA,NA
"1810","9.2","No Comment","10.1594/PANGAEA.861839",9.2,1819.37,229.44,14,2058.01,8.24646997609113,NA,NA,NA,NA,NA,NA
"1811","9.2","No Comment","10.1594/PANGAEA.943274",9.2,1753.66,219.35,16.97,1982.21,8.19347915582991,NA,NA,NA,NA,NA,NA
"1812","9.21","No Comment","10.1594/PANGAEA.869122",9.21,2072.16,236.16,-1.8,2317.53,8.46987372413613,NA,NA,NA,NA,NA,NA
"1813","9.21","No Comment","10.1594/PANGAEA.949280",9.21,1795.6,226.57,15,2031.38,8.22999367686341,NA,NA,NA,NA,NA,NA
"1814","9.26","No Comment","10.1594/PANGAEA.943274",9.26,1728.94,213.3,17.23,1951.5,8.1832024970515,NA,NA,NA,NA,NA,NA
"1815","9.27","No Comment","10.1594/PANGAEA.849402",9.27,1765.57,217.71,15,1992.55,8.21999430591264,NA,NA,NA,NA,NA,NA
"1817","9.29","No Comment","10.1594/PANGAEA.887739",9.29,1814.55,245,20,2068.84,8.17694389912022,NA,NA,NA,NA,NA,NA
"1818","9.37","No Comment","10.1594/PANGAEA.849402",9.37,1744.7,210.24,15,1964.31,8.20999545574607,NA,NA,NA,NA,NA,NA
"1820","9.44","No Comment","10.1594/PANGAEA.887739",9.44,1821.23,242.85,20,2073.52,8.17152006670796,NA,NA,NA,NA,NA,NA
"1821","9.48","No Comment","10.1594/PANGAEA.849402",9.48,1695.77,190.55,15,1895.8,8.17964287418408,NA,NA,NA,NA,NA,NA
"1823","9.49","No Comment","10.1594/PANGAEA.849402",9.49,1766.47,212.87,15,1988.83,8.21000906289289,NA,NA,NA,NA,NA,NA
"1825","9.69","No Comment","10.1594/PANGAEA.835214",9.69,1670.16,218.95,25,1898.8,8.08353836343714,NA,NA,NA,NA,NA,NA
"1826","9.69","No Comment","10.1594/PANGAEA.892370",9.69,1773.13,179.93,6,1962.75,8.28873039595794,NA,NA,NA,NA,NA,NA
"1827","9.69, Temp2","No Comment","10.1594/PANGAEA.892370",9.69,1773.13,179.93,6.3,1962.75,8.28351146766364,NA,NA,NA,NA,NA,NA
"1828","9.77","No Comment","10.1594/PANGAEA.943274",9.77,1741.28,204.85,17.17,1955.9,8.16354969744515,NA,NA,NA,NA,NA,NA
